customer_id,customer_name,phone,email,city,signup_platform,app_version,signup_date
400944,Jacob Randhawa,5771505128,thakurnilima@example.org,Bombay,Blinkit,iOS,2023-12-04
400945,Upadhriti Kara,8238369136,gnigam@example.net,Ahmedabad,BigBasket,ios,19-May-2026
400946,Lekha Sandhu,4730683417,odugar@example.com,Mumbai,Blinkit,Android,2026-03-14
400947,Aarnav Dara,0478359754,waidahayer@example.org,Lucknow,BigBasket,Android,2026-02-05
400948,Anusha Sanghvi,6693891444,parth11@example.com,Ahmedabad,Zepto,Android,2025-10-07
400949,Lavanya Sarma,4401534816,prashadaachal@example.net,Ahmedabad,Zepto,iOS,2024-12-08
400950,Upma Kumar,8737012792,adhaliwal@example.net,Pune,Swiggy Instamart,,2025-05-27
400951,Jeremiah Kashyap,8333573819,gmistry@example.org,Ahmedabad,Blinkit,Android,2024-04-25
400952,Hema Ranganathan,6669143687,advik98@example.org,Mumbai,Zepto,,2024-08-22
400953,Jackson Panchal,8891976695,sachi26@example.org,Pune,Zepto,ANDROID,2026-03-19
400954,Veer Upadhyay,7012504418,jasmit44@example.com,Ahmedabad,Zepto,Android,2025-10-25
400955,Siddharth Krishna,1184021509,ishaanmani@example.org,Ahmedabad,Blinkit,ios,14-Aug-2026
400956,Tripti Sodhi,4706570235,rajrishi@example.net,Jaipur,Swiggy Instamart,Android,2024-09-12
400957,Yauvani Mahal,4900420783,kibekeya@example.com,Bengaluru,Swiggy Instamart,ANDROID,2024-02-29
400958,Jeremiah Kata,,vasatikatalwar@example.org,Kochi,Swiggy Instamart,iOS,2024-06-10
400959,Aadhya Balakrishnan,,uverma@example.net,Lucknow,Zepto,ios,14/07/2024
400960,Saksham Chacko,7002752171,ekavirnadig@example.org,Mumbai,Zepto,ios,2023-10-01
400961,Nachiket Ray,6667221180,rsinghal@example.net,Hyderabad,Blinkit,,2026-03-11
400962,Lila Maharaj,3920284799,bhavsarurishilla@example.net,Bengaluru,Blinkit,ANDROID,2024-07-08
400963,Matthew Dora,0729142123,krishchandran@example.com,Mumbai,Zepto,Android,2024-01-19
400964,Jhalak Vyas,4355240836,badalyachana@example.com,Ahmedabad,Blinkit,,2024-09-06
400965,Neel Mitra,9658551030,vrishti01@example.net,Ahmedabad,Blinkit,ios,2025-10-03
400966,Ranbir Prasad,,,Hyderabad,BigBasket,,2023-08-26
400967,Aachal Sane,8076467349,harinakshi91@example.net,Kolkata,Blinkit,ios,2025-11-11
400968,Upma Ram,3407546228,ibrahmbhatt@example.com,Ahmedabad,BigBasket,,06/10/2023
400969,Rishi Vora,8140767830,balaisha@example.net,Ahmedabad,Swiggy Instamart,ios,2023-11-30
400970,Wahab Kumar,7842794309,pwalia@example.com,Hyderabad,BigBasket,Android,2026-02-09
400971,Gunbir Shenoy,2066261647,ojaggi@example.org,Kochi,Zepto,Android,2026-02-02
400972,Zansi Nagy,7001515204,goswamiwatika@example.net,Bengaluru,Swiggy Instamart,iOS,2024-04-17
400973,Ishanvi Sachdeva,2315750786,falan74@example.net,mumbai,Zepto,iOS,2025-06-29
400974,Bahadurjit Chawla,9217959262,watikakeer@example.com,Jaipur,Blinkit,,2025-06-21
400975,Liam Dass,6457256287,badalrishi@example.net,Jaipur,Blinkit,ios,2026-02-19
400976,Jackson Sarraf,,jsama@example.net,Ahmedabad,Blinkit,Android,2024-01-15
400977,Harsh Bhattacharyya,4366849436,chaaya28@example.com,Jaipur,BigBasket,iOS,2024-11-05
400978,Jagdish Dara,6291861626,basuurishilla@example.org,Kolkata,Blinkit,ANDROID,2023-10-17
400979,Ati Sarma,9716841157,siya30@example.net,Kolkata,Zepto,Android,2026-06-28
400980,Vivaan Sahota,8790656373,pallyug@example.org,BLR,Zepto,iOS,2023-08-30
400981,Harsh Krishna,8143343363,abhimanyu33@example.net,Kochi,Blinkit,ANDROID,2023-10-18
400982,Parth Keer,4401194021,vedikasawhney@example.net,Mumbai,Zepto,Android,2025-08-23
400983,Gautami Arora,6996022861,zramaswamy@example.com,Kochi,Zepto,iOS,12/08/2026
400984,Frado Hari,5579574323,daksh02@example.net,Chandigarh,Swiggy Instamart,iOS,2024-10-10
400985,Dayita Sachdeva,1058548801,nikita04@example.com,Mumbai,Zepto,ios,22/07/2026
400986,Max Pradhan,3398884946,nbath@example.net,Lucknow,Blinkit,iOS,16-Sep-2025
400987,Yashodhara Rastogi,2505298951,vasudhanadkarni@example.com,Bengaluru,BigBasket,ios,2025-11-01
400988,Nidra Kunda,6940554498,achahal@example.net,Bengaluru,Blinkit,ios,2024-09-09
400989,Yasti Halder,3931147142,obhakta@example.com,Kochi,Blinkit,Android,2023-12-25
400990,Pranav Mannan,1106482890,kritikahari@example.org,Delhi,BigBasket,Android,2024-07-04
400991,Avni Kalla,3476546808,manthanravi@example.com,Chandigarh,Zepto,,2026-02-27
400992,Faris Dugar,2725656641,zvenkatesh@example.org,Pune,Blinkit,Android,2026-02-23
400993,Saanvi Sagar,7429974533,gopalkapur@example.com,Jaipur,Zepto,Android,2024-09-12
400994,Sai Chacko,4240161874,raghavdas@example.org,Delhi,Zepto,ios,2025-02-19
400995,Dipta Gour,2770701678,bachittarmander@example.org,Jaipur,Zepto,ANDROID,2023-11-11
400996,Vritti Dash,6819590371,merchantmohini@example.com,Delhi,Zepto,Android,2025-08-03
400997,Liam Varma,5575260067,dganguly@example.org,Chennai,Zepto,ios,2026-07-15
400998,Abha Bhasin,4975191507,,mumbai,BigBasket,ios,2025-09-08
400999,Ladli Menon,4063162763,yashoda48@example.net,Hyderabad,Zepto,Android,2024-02-25
401000,Lakshit Mody,6370298717,,Chennai,BigBasket,ANDROID,2024-08-08
401001,Ekalinga Kapadia,6305265916,vinaya20@example.net,Lucknow,Zepto,iOS,2024-06-19
401002,Akshay Padmanabhan,1358217557,rayaanvyas@example.com,Jaipur,Swiggy Instamart,,2025-05-07
401003,Manya Deshmukh,5978625310,eiravatikant@example.net,Pune,Blinkit,ios,2023-09-03
401004,Pratyush Swaminathan,1312821073,fvaidya@example.org,Bengaluru,Swiggy Instamart,ANDROID,2024-10-02
401005,Leena Saraf,4541343633,vyanjana46@example.net,Jaipur,BigBasket,Android,2025-01-11
401006,Forum Pradhan,1952727086,,Kolkata,Blinkit,ios,2024-06-19
401007,Sanaya Chaudhari,1444426443,ekanshparikh@example.com,Chandigarh,Zepto,iOS,2025-08-27
401008,Ryan Johal,6236629835,harsh77@example.org,Chandigarh,BigBasket,iOS,2024-10-11
401009,Vedhika Borah,4099846130,,Hyderabad,Zepto,iOS,2024-01-25
401010,Amrita Sheth,1056047591,deywishi@example.org,Kolkata,Swiggy Instamart,ANDROID,2024-05-23
401011,Tripti Bajaj,5420180322,triveni25@example.net,Kochi,Blinkit,iOS,2026-07-12
401012,Vaishnavi Karnik,2062727394,,Bengaluru,BigBasket,ios,2024-10-11
401013,Sai Bandi,6796422665,odhingra@example.net,Kochi,Swiggy Instamart,iOS,2024-08-19
401014,Yashodhara Sampath,4722791968,ekalinga31@example.com,Kochi,BigBasket,ios,2025-10-13
401015,Shivansh Gulati,3033450339,faras18@example.org,Lucknow,Zepto,ANDROID,2025-07-20
401016,Priya Kannan,8540518395,,Hyderabad,Zepto,iOS,2025-12-07
401017,Eesha Chacko,3885653311,rishi36@example.org,Pune,BigBasket,ANDROID,20/03/2026
401018,Nitesh Sani,6917745151,,Jaipur,Swiggy Instamart,iOS,2024-03-21
401019,Ekani Krishnamurthy,3028357825,aradhana63@example.com,Lucknow,Blinkit,Android,2024-01-25
401020,Kabir Singh,4536904094,walioni@example.net,Kochi,Blinkit,,2024-03-01
401021,Lekha Kunda,1254886895,bobalbrijesh@example.com,Jaipur,BigBasket,ios,2024-01-16
401022,Frederick Bhasin,7432775233,megha96@example.com,Chandigarh,Swiggy Instamart,Android,2024-04-17
401023,Vasudha Kota,2643645440,egola@example.org,Bengaluru,Zepto,ios,2025-10-09
401024,Lakshmi Palla,8846128199,karpefalguni@example.net,Chennai,BigBasket,ios,2026-02-20
401025,Onveer Mahajan,3332586509,yashawini57@example.com,Chennai,BigBasket,,2025-10-09
401026,Imaran D’Alia,7582284154,,Hyderabad,Blinkit,iOS,2026-02-09
401027,Unni Panchal,0964397155,hemal24@example.org,Pune,Swiggy Instamart,ANDROID,2026-01-15
401028,Chakrika Kar,7696766485,oni94@example.net,Lucknow,BigBasket,,2025-08-10
401029,Charvi Andra,0631382675,,Jaipur,BigBasket,ANDROID,2026-02-27
401030,Theodore Toor,7461916990,bwason@example.com,Ahmedabad,Zepto,ANDROID,2026-07-22
401031,Xiti Merchant,6713157489,hsem@example.net,Kochi,Zepto,Android,31-Jan-2026
401032,Fariq Rastogi,0563698696,bahadurjit97@example.com,Chennai,Swiggy Instamart,ios,2025-04-20
401033,Aadhya Agate,9765599149,falan82@example.com,Hyderabad,Blinkit,ios,05-29-2025
401034,Advika Balan,,sarnasiya@example.net,Hyderabad,BigBasket,ios,2024-12-17
401035,Luke Chanda,3067135477,keyavasa@example.com,Kochi,Zepto,ANDROID,2026-07-26
401036,Manan Khare,8297912950,deepabasu@example.com,Jaipur,Zepto,ios,2025-01-21
401037,Leela Dube,2352825079,pushtichahal@example.com,Chandigarh,Zepto,Android,2025-02-14
401038,Chakrika Goyal,6318626865,vrinda52@example.com,Kolkata,BigBasket,Android,2024-05-02
401039,Fitan Kunda,5062198492,dixitzayyan@example.org,Bengaluru,Zepto,iOS,2026-05-24
401040,Kashish Wable,6526561433,biswasgarima@example.com,Kolkata,Blinkit,ANDROID,2025-01-01
401041,Wridesh Khatri,8088010801,lkant@example.com,Chennai,BigBasket,Android,23/07/2026
401042,Dev Handa,5460242751,bhandariekbal@example.net,New Delhi,Zepto,Android,2026-08-02
401043,Yashoda Agrawal,,aahanakashyap@example.com,Kochi,Swiggy Instamart,ios,2024-03-01
401044,Liam Rajagopal,8713735910,saiahuja@example.org,Chennai,BigBasket,iOS,2025-10-09
401045,Rajeshri Suri,3455822661,yachana39@example.org,Ahmedabad,Blinkit,ANDROID,2024-09-11
401046,Saanvi Borde,8497235257,virkekanta@example.net,Chennai,BigBasket,ANDROID,2025-09-05
401047,Adya Ravel,0769044096,baghyawatinarula@example.net,Chennai,Zepto,ios,2023-09-02
401048,Vincent Sandhu,4165243233,hemal94@example.org,Chennai,Swiggy Instamart,ANDROID,2024-06-07
401049,Umang Lad,4888124894,ekanshbir@example.net,Delhi,Swiggy Instamart,ios,2024-09-18
401050,Anirudh Bala,2502863540,gabakrisha@example.com,Mumbai,Zepto,Android,27/06/2024
401051,Gauri Patil,7687759261,,Bengaluru,Swiggy Instamart,,2024-10-11
401052,Charita Malhotra,7699511379,nidra49@example.net,Kolkata,BigBasket,ios,2025-03-31
401053,Girik Mani,8406129850,nadigvasudha@example.com,Delhi,Blinkit,Android,2026-03-24
401054,Aryan Setty,3817835328,jyotidalia@example.org,Pune,BigBasket,iOS,2025-10-06
401055,Naveen Doctor,6524951268,jananiramanathan@example.com,Delhi,BigBasket,ANDROID,2023-09-18
401056,Pranit Ramakrishnan,7021899334,,Hyderabad,Swiggy Instamart,Android,2025-12-17
401057,Prisha Master,5938778497,trivediadya@example.org,Chandigarh,Zepto,,2024-11-06
401058,Falguni Memon,7810329554,avi51@example.org,NCR,BigBasket,iOS,2025-05-13
401059,Orinder Sunder,9209637646,nilimasarkar@example.org,Hyderabad,BigBasket,ANDROID,2026-05-31
401060,Mitali Kant,5032672197,kalawriddhish@example.org,Hyderabad,Blinkit,ANDROID,2024-07-05
401061,Kamala Gopal,,ekalinga38@example.net,Ahmedabad,Swiggy Instamart,Android,2024-09-07
401062,Varenya Mahajan,4794189212,,Ahmedabad,Zepto,ios,2026-06-30
401063,Siya Modi,9139972685,ekapad03@example.com,Jaipur,Swiggy Instamart,iOS,2026-02-05
401064,Anusha Doctor,1388184956,harinakshideep@example.org,Ahmedabad,Swiggy Instamart,,2025-11-13
401065,Isaiah Gulati,4293494948,qmemon@example.org,Kolkata,BigBasket,iOS,2025-01-19
401066,Aryan Sabharwal,8355999292,etak@example.com,Chennai,Swiggy Instamart,ios,03-19-2026
401067,Yashawini Kota,4644253656,nathanielchoudhary@example.com,Lucknow,Zepto,Android,22/08/2024
401068,Gayathri Varma,3769629167,chanderanya@example.net,Chandigarh,Swiggy Instamart,iOS,2026-05-06
401069,Isaac Kalla,5538828551,mshukla@example.org,Hyderabad,Blinkit,,2024-06-19
401070,Advay Setty,1440340041,calebaggarwal@example.net,Delhi,Swiggy Instamart,Android,2026-03-07
401071,Chandani Kashyap,,ajaggi@example.com,Ahmedabad,Zepto,ANDROID,2025-01-09
401072,Zayan Bansal,1351409801,,Delhi,Blinkit,ANDROID,2026-05-04
401073,Pooja Agate,8474983217,ldas@example.net,Mumbai,Swiggy Instamart,ios,2025-11-06
401074,Vamakshi Memon,0857552344,xitihora@example.org,bengaluru,Zepto,,2024-02-04
401075,Edhitha Bhargava,5327414589,,bengaluru,Blinkit,ANDROID,2023-11-25
401076,Gopal Oak,7736226463,thomas25@example.com,Bengaluru,Zepto,iOS,2024-02-08
401077,Aayush Krishnan,8276004451,tdutta@example.net,Kolkata,Blinkit,iOS,2023-08-21
401078,Zehaan Pal,0614838336,kashvibala@example.com,Bengaluru,Zepto,ANDROID,2024-08-27
401079,Unni Sant,,naveen82@example.org,Ahmedabad,Swiggy Instamart,ANDROID,12-Jan-2025
401080,Vidhi Cheema,8034083586,,Delhi,Swiggy Instamart,,2023-12-29
401081,Alka Tiwari,0645553682,bachittarandra@example.org,bengaluru,BigBasket,,21/09/2023
401082,Aryan Dhillon,5392114132,aryabanik@example.net,Kochi,BigBasket,ANDROID,2025-02-19
401083,Vidhi Srinivas,1974922278,revakulkarni@example.net,Kochi,Swiggy Instamart,ios,2026-06-22
401084,Oviya Sanghvi,3474951244,niharikaoommen@example.net,Hyderabad,BigBasket,Android,2025-07-25
401085,Tara Chana,0377507825,aarav30@example.com,Kolkata,Swiggy Instamart,Android,2023-11-08
401086,Vivaan Krishnan,3299293402,ryanhora@example.com,Hyderabad,Zepto,ios,14-May-2026
401087,Nitara Banik,,sahotabhanumati@example.org,Jaipur,Swiggy Instamart,ios,2025-01-28
401088,Oviya Menon,6431215307,mangalagastya@example.org,Chandigarh,Swiggy Instamart,ios,2023-12-21
401089,Nihal Bhatia,3360149690,rajata87@example.org,Jaipur,Zepto,Android,04-16-2024
401090,Azad Chakraborty,8937636056,utkarshnagy@example.com,Mumbai,Blinkit,ANDROID,2025-12-04
401091,Sai Chad,0566761943,,Bengaluru,Swiggy Instamart,ANDROID,2025-10-21
401092,Shivani Chauhan,1132340205,anirudhrout@example.com,Chandigarh,Swiggy Instamart,iOS,2026-05-06
401093,Netra Basak,2194578050,unnichandran@example.net,Mumbai,BigBasket,ANDROID,2025-02-08
401094,Vaishnavi Bumb,5940660682,kamyabakshi@example.net,Ahmedabad,Zepto,,2025-10-27
401095,Hiral Sachdeva,7330272355,singhmanan@example.org,Lucknow,Blinkit,ANDROID,27/03/2026
401096,Gaurangi Mannan,1559539009,hiteshsahni@example.com,Chandigarh,BigBasket,ios,2025-02-23
401097,Qushi Bains,6531170836,charita28@example.org,Lucknow,BigBasket,ANDROID,2025-04-26
401098,Ranbir Sathe,6595465104,udass@example.org,Chandigarh,Swiggy Instamart,iOS,17-Jul-2026
401099,Daksha Raja,8282715837,ranbirmurty@example.net,mumbai,BigBasket,ANDROID,2023-09-14
401100,Janya Chadha,9908566621,bhattacharyyawarinder@example.com,Mumbai,Blinkit,ios,2024-07-27
401101,Sudiksha Bala,8750291770,yochana45@example.org,Jaipur,Swiggy Instamart,iOS,2024-10-30
401102,Kevin Jaggi,3896813012,jhachanakya@example.com,New Delhi,Swiggy Instamart,ios,09-Sep-2024
401103,Hemangini Ahluwalia,0088257836,joshihamsini@example.com,Chandigarh,Blinkit,ios,2023-11-21
401104,Nandini Jha,6673514704,shuklaharshil@example.net,Ahmedabad,Blinkit,,05/08/2026
401105,Hitesh Garde,8219854473,libni28@example.org,Lucknow,Blinkit,,2023-10-31
401106,Fariq Mannan,0523852837,sonizarna@example.org,Jaipur,Swiggy Instamart,iOS,2026-03-05
401107,Raksha Bhakta,0509629724,forumbiswas@example.org,Ahmedabad,Zepto,,2023-09-27
401108,Samarth Sahni,1793595834,upkaargoswami@example.org,Pune,Swiggy Instamart,,2023-09-08
401109,Samesh Thakur,8303808275,vanshapanchal@example.net,Jaipur,Zepto,ANDROID,2025-05-21
401110,Ganga Savant,,xchauhan@example.com,Kochi,BigBasket,ANDROID,2025-04-01
401111,Yoshita Mane,9758042033,isaiah92@example.org,mumbai,Zepto,iOS,2023-12-10
401112,Warinder Hora,5353825079,rjaggi@example.net,Bengaluru,Swiggy Instamart,iOS,2024-11-07
401113,Girindra Hayer,6387489892,hiral61@example.net,Delhi,Zepto,,2024-02-28
401114,Owen Pal,7674323287,fshenoy@example.org,Jaipur,Zepto,iOS,2023-10-14
401115,Jatin Balasubramanian,0545157933,abalasubramanian@example.org,Hyderabad,Swiggy Instamart,,22/07/2025
401116,Falguni Sharaf,0419854616,,Pune,Blinkit,Android,2026-01-14
401117,Tripti Sunder,6229963883,moraraarini@example.org,Mumbai,Blinkit,ANDROID,2024-07-24
401118,Yashawini Bora,4349249772,,Mumbai,Swiggy Instamart,ANDROID,2026-05-12
401119,Isaiah Bala,9376990861,ugoel@example.net,Bombay,Blinkit,,2025-05-29
401120,Sachi Naik,6738228638,zrandhawa@example.net,bengaluru,Swiggy Instamart,,2025-09-07
401121,Bhavika Sood,0170105974,yashawini85@example.com,Jaipur,Swiggy Instamart,,10-27-2025
401122,Ekantika De,3154954891,bishakha31@example.org,Hyderabad,Swiggy Instamart,iOS,2024-10-08
401123,Wazir Walla,3026339527,ranveer55@example.org,Pune,Swiggy Instamart,ios,2025-05-05
401124,Dalaja Mangat,5124175698,nandini33@example.net,Kochi,Swiggy Instamart,iOS,10/11/2023
401125,Lucky Halder,8945154489,matthew61@example.net,Mumbai,BigBasket,ANDROID,22/11/2025
401126,Vaishnavi Sachdeva,4778203005,idugal@example.net,Bangalore,Zepto,iOS,2025-08-04
401127,Daksh Shankar,7848717610,faras29@example.com,Ahmedabad,Swiggy Instamart,Android,2024-09-08
401128,Raagini Talwar,7921221534,udarsh49@example.com,Hyderabad,Zepto,Android,2025-04-10
401129,Adweta Sundaram,6763687327,lagarwal@example.net,Delhi,Blinkit,iOS,2025-08-29
401130,Eesha Andra,1745880140,waida26@example.com,Ahmedabad,BigBasket,ios,2026-07-25
401131,Isha Dave,1015452545,barmanjoshua@example.org,Mumbai,Zepto,iOS,2024-12-20
401132,Falak Krish,9557662734,qasim03@example.org,Ahmedabad,BigBasket,iOS,2024-02-07
401133,Harini Dhillon,2728012870,naveenchakrabarti@example.com,Mumbai,Zepto,Android,2026-05-09
401134,Krisha Chaudry,7204774490,tbhardwaj@example.org,Mumbai,Zepto,Android,2026-08-03
401135,Veda Chakrabarti,5690606121,vivaan00@example.net,Lucknow,Blinkit,,09/05/2024
401136,Hiral Saha,1355940846,shauryapal@example.net,Chandigarh,Zepto,iOS,2026-04-07
401137,Januja Kant,9755982469,avi33@example.net,Chandigarh,Blinkit,ios,06-Feb-2024
401138,Upasna Vala,8974799015,,Mumbai,Blinkit,ios,2024-10-04
401139,Kashish Menon,9880906958,thakkarsarthak@example.net,Hyderabad,Swiggy Instamart,ANDROID,2026-06-07
401140,Nirja Mistry,2631538696,vnadkarni@example.net,Chandigarh,BigBasket,iOS,2026-08-02
401141,Megha Agarwal,0609485799,warhi99@example.net,Delhi,Swiggy Instamart,ios,2024-07-03
401142,Yutika Vasa,7275639244,nisha86@example.com,Chandigarh,Zepto,ios,2026-02-10
401143,Kashvi Som,,waidaahuja@example.net,Kochi,Zepto,iOS,2024-10-25
401144,Ishwar Oommen,0123890284,bakhshi76@example.org,Hyderabad,BigBasket,,2025-10-10
401145,Yagnesh Soni,3970026800,azad78@example.org,Lucknow,Swiggy Instamart,Android,2024-02-29
401146,Unnati Tiwari,0120003110,ayush08@example.com,Delhi,BigBasket,ANDROID,2025-05-14
401147,Veda Kibe,1159202093,ambleijaya@example.net,Mumbai,Zepto,ANDROID,2025-04-09
401148,Joshua Sane,0903773070,vinayanagy@example.com,Jaipur,Blinkit,ios,15-Oct-2025
401149,Yashodhara Vig,0342930462,daksh84@example.net,Ahmedabad,Blinkit,ANDROID,2024-10-18
401150,Faras Karnik,9600210340,bainsisaac@example.org,Chennai,Swiggy Instamart,ANDROID,2025-12-26
401151,Ayushman Deshmukh,8102452366,sahahredhaan@example.org,BLR,Zepto,Android,2024-11-21
401152,Daksha Saraf,5003548443,aryadaksha@example.com,Ahmedabad,Blinkit,Android,2025-01-08
401153,Finn Butala,1131950910,,Lucknow,BigBasket,ANDROID,2024-11-17
401154,Damini Devi,0873502733,saneharsh@example.com,Pune,Zepto,iOS,2025-11-05
401155,Pratyush Modi,3019060917,isha07@example.org,Mumbai,Blinkit,Android,2025-08-07
401156,Abdul Trivedi,6426313927,elad@example.org,Lucknow,BigBasket,,2024-12-28
401157,Rajeshri Wagle,5581640358,lnagar@example.com,Kochi,Zepto,Android,2024-12-28
401158,Watika Hayre,7838582538,gaurika90@example.com,Jaipur,Zepto,Android,2026-05-26
401159,Libni Chandran,9271455332,haritagokhale@example.com,Delhi,Zepto,Android,2025-01-30
401160,Nathaniel Sandal,1146422982,savantchavvi@example.net,Pune,Zepto,ios,2025-04-26
401161,Jacob Chopra,5348415345,jagdish71@example.com,Kolkata,BigBasket,Android,2026-04-07
401162,Akshay Khatri,6785008170,viraj88@example.com,Mumbai,Swiggy Instamart,Android,2024-04-20
401163,Madhav Mahal,1616778807,pdutta@example.org,Chandigarh,Swiggy Instamart,Android,2024-09-28
401164,Nitesh Singhal,6901439841,,Delhi,Zepto,Android,2025-11-14
401165,Vyanjana Wason,8219368744,bumbbina@example.net,Delhi,Zepto,Android,04-19-2025
401166,Rachita Mukhopadhyay,9117723612,lsarma@example.com,Delhi,Blinkit,,2024-06-14
401167,Rajata Shetty,8862562047,warjaswalia@example.net,Lucknow,Blinkit,Android,2024-11-09
401168,Nirja Narain,1774157435,nranganathan@example.net,Bangalore,Swiggy Instamart,iOS,2025-02-20
401169,Arya Zacharia,4162404110,nkrishna@example.net,Jaipur,Blinkit,iOS,2025-06-07
401170,Anamika Chacko,9582617356,nayaramruta@example.com,Bengaluru,Zepto,ANDROID,2023-09-08
401171,Sai Dhillon,1835881459,gautami86@example.net,Pune,Swiggy Instamart,iOS,2025-06-19
401172,Eiravati Sabharwal,1509419162,diya03@example.com,Chennai,Zepto,Android,2026-02-13
401173,Max Lanka,4946839189,ramakrishnankaran@example.net,New Delhi,Swiggy Instamart,Android,2025-08-31
401174,Mekhala Chatterjee,3333085769,warindervenkatesh@example.net,Kochi,Swiggy Instamart,iOS,2025-03-25
401175,Dhruv Kibe,0933931737,bariaraksha@example.net,Ahmedabad,BigBasket,ANDROID,2023-09-29
401176,Nakul Kapoor,6231635993,dsood@example.net,Hyderabad,Zepto,ios,2024-05-18
401177,Mitesh Mallick,3625960969,pkala@example.net,Bengaluru,BigBasket,,2024-02-24
401178,Farhan Mohan,6310088492,charita45@example.net,Delhi,Blinkit,ANDROID,2024-12-06
401179,Warhi Deshpande,2356091172,riya89@example.org,Delhi,Blinkit,,2025-04-14
401180,Tejas Nadig,2956286104,ygandhi@example.net,Pune,Blinkit,ANDROID,2026-04-17
401181,Chavvi Chaudhuri,4228888421,adweta81@example.org,Jaipur,BigBasket,,2024-03-04
401182,Naksh Dewan,5268570330,,Kochi,Swiggy Instamart,ios,2024-04-12
401183,Kevin Sabharwal,8510372203,npalla@example.org,Chennai,BigBasket,,2026-01-15
401184,Veer Bajaj,4787842293,gdave@example.net,Kochi,BigBasket,ANDROID,2025-10-01
401185,Jhalak Nayak,2332483867,unnatipalla@example.com,Lucknow,BigBasket,Android,2025-02-19
401186,Kala Bhakta,5047443428,udant09@example.com,Bengaluru,Zepto,ANDROID,2026-06-23
401187,Mitesh Sama,1301248931,udyati82@example.org,Kochi,Swiggy Instamart,iOS,04-09-2025
401188,Banjeet Sidhu,1847578260,qluthra@example.org,Bengaluru,BigBasket,ANDROID,2024-09-08
401189,Vanya Kohli,5075976219,vedikatella@example.org,Ahmedabad,Blinkit,Android,2024-05-15
401190,Mugdha Mohan,2312896805,qshere@example.com,mumbai,Zepto,Android,2024-02-15
401191,Brinda Venkatesh,7171851193,prishabail@example.com,Pune,Swiggy Instamart,iOS,2026-01-05
401192,Farhan Anne,9055953261,balapratyush@example.org,Chennai,Swiggy Instamart,Android,2024-06-26
401193,Zehaan Sama,4531020429,manneojasvi@example.net,Kolkata,Zepto,iOS,2026-03-10
401194,Gaurangi Goda,1230572654,ekarajmajumdar@example.org,Chennai,Zepto,Android,2024-02-13
401195,Oni Murty,8271904468,ahujayash@example.net,Mumbai,Zepto,Android,2024-09-11
401196,Urvi Dubey,0686605259,chaaya05@example.org,Delhi,Swiggy Instamart,Android,2024-12-20
401197,Nathaniel Bhagat,4992861970,tanaysinghal@example.org,Chennai,Zepto,Android,2025-12-26
401198,Baghyawati Pall,9490239858,rushilhayer@example.com,Mumbai,Swiggy Instamart,Android,2024-02-24
401199,Vamakshi Parmar,7564334990,csibal@example.net,Pune,Swiggy Instamart,Android,2026-07-19
401200,Manthan Vohra,0399451180,csaxena@example.net,Kolkata,BigBasket,ios,31/10/2025
401201,Akshay Ben,7847081886,siyasastry@example.org,Kolkata,BigBasket,Android,2025-05-12
401202,Atharv Kalla,8148336903,forumshroff@example.net,Delhi,Zepto,iOS,2026-01-01
401203,Viraj Cheema,4478815356,iandra@example.net,NCR,Zepto,ANDROID,2024-12-05
401204,Sai Setty,8225888711,bachittarsuresh@example.org,Jaipur,Blinkit,Android,2025-05-23
401205,Hiral Patil,3204875560,tdhar@example.com,Bengaluru,Blinkit,,29-Jun-2025
401206,Oliver Dugar,0654512666,nagimeera@example.com,Chennai,Swiggy Instamart,Android,2025-06-06
401207,Osha Bhatnagar,9983147873,ansh90@example.org,Pune,Swiggy Instamart,ios,11/01/2025
401208,Shivani Mittal,6637036028,jatin36@example.net,Kochi,BigBasket,Android,2025-03-04
401209,William Taneja,8400794273,ymagar@example.net,mumbai,Zepto,ios,2026-02-12
401210,Faris Ratti,8089653450,deshmukhnathaniel@example.net,Chandigarh,Blinkit,Android,2024-07-11
401211,Jeevika Loke,1548386347,nkota@example.net,Bengaluru,Blinkit,ios,2025-04-03
401212,Aadi Chowdhury,6869076323,dashdevika@example.net,Mumbai,Swiggy Instamart,ANDROID,11/10/2024
401213,Vivaan Sarraf,1256732678,rajeshribehl@example.net,Mumbai,BigBasket,iOS,2025-11-09
401214,Gagan Chad,1940576910,priyahayre@example.net,Pune,Blinkit,Android,2026-02-11
401215,Ekavir Chahal,9228874367,edevi@example.com,Kochi,BigBasket,iOS,2024-08-18
401216,Hiral Trivedi,6896118532,pranit44@example.org,Kochi,BigBasket,iOS,2026-06-04
401217,Vedika Narang,1228029272,harish75@example.com,Ahmedabad,Zepto,Android,17/08/2026
401218,Chaitanya Dave,5187248173,timothydin@example.net,Ahmedabad,BigBasket,iOS,2025-02-05
401219,Pratyush Shetty,7467508294,rsethi@example.com,Lucknow,Zepto,ANDROID,2025-10-05
401220,Vedika Bora,8425891465,wallapallavi@example.com,Lucknow,BigBasket,ANDROID,2024-07-12
401221,Arin Kala,8681371962,nbal@example.net,Bengaluru,Swiggy Instamart,ios,2026-05-06
401222,Yauvani Nadkarni,1455255506,vasudha92@example.com,Kochi,Blinkit,ios,2023-08-30
401223,Varenya Sidhu,6947299545,giriksehgal@example.net,Delhi,Swiggy Instamart,iOS,2025-06-08
