employee_id,store_id,employee_name,role,gender,monthly_salary_inr,joining_date,employment_status
100908,6063,Manthan Nagi,Packer,Female,58704.0,2023-08-26,Active
100909,6127,Raghav Sahota,delivery rider,m,49646.0,11-19-2023,On Leave
100910,6030,Vincent Padmanabhan,Picker,M,18096.0,2022-11-09,Active
100911,6065,Balveer Barad,Delivery Rider,F,18228.0,2022-09-03,Active
100912,6043,Vedant Nadkarni,delivery rider,M,26579.0,2026-06-09,Resigned
100913,6081,Jasmit Mitra,delivery rider,F,23551.0,2025-11-27,Active
100914,6072,Meera Radhakrishnan,delivery rider,m,64291.0,2024-02-17,Active
100915,6020,Advik Roy,Store Manager,f,64459.0,07-Oct-2023,Resigned
100916,6053,Charles Garg,delivery rider,F,26708.0,2025-08-27,active
100917,6009,Zehaan Thaman,Picker,f,37500.0,2025-08-25,On Leave
100918,6010,Rajeshri Mohanty,delivery rider,f,16839.0,2025-04-03,Active
100919,6073,Christopher Pai,Packer,f,38800.0,02/03/2023,Resigned
100920,6035,Ekaja Dewan,Packer,m,,2026-03-19,Resigned
100921,6112,Tamanna Nori,Packer,M,46034.0,2026-01-22,Active
100922,6022,Tanish Oak,Store Manager,M,18923.0,2024-07-05,Active
100923,6045,Harish Dani,delivery rider,f,19423.0,2024-01-28,Active
100924,6012,Atharv Karan,delivery rider,Male,52441.0,2023-12-09,Active
100925,6016,Widisha Ben,Picker,F,15015.0,2024-02-10,RESIGNED
100926,6117,Neelima Mukhopadhyay,delivery rider,Male,56898.0,2023-06-04,Active
100927,6004,Dayita Singhal,Store Manager,Female,48747.0,03/11/2025,Active
100928,6096,Devika Pandey,delivery rider,,37598.0,2023-11-27,Resigned
100929,6119,Zarna Biswas,Packer,Female,60649.0,2024-12-03,active
100930,6140,Advik Karan,PICKER,Male,53997.0,2024-07-26,active
100931,6047,Janani Dash,Quality Checker,f,27240.0,2023-06-18,Active
100932,6086,Triya Sankaran,Store Manager,Female,46621.0,2025-04-01,Active
100933,6112,Pushti Chanda,PICKER,Male,63099.0,09-22-2022,Active
100934,6074,Yutika Parikh,Packer,F,20016.0,2023-05-14,Resigned
100935,6011,Theodore Peri,Inventory Associate,m,57523.0,2023-01-14,On Leave
100936,6060,Nakul Rai,Picker,M,14669.0,01-Mar-2026,Active
100937,6047,Omaja Jaggi,Packer,Female,60120.0,06-Mar-2025,Active
100938,6120,Yutika Grover,Delivery Rider,m,54548.0,2023-12-10,Active
100939,6039,Luke Radhakrishnan,Packer,Female,,2024-08-05,active
100940,6094,Qadim Badal,Delivery Rider,F,16290.0,18/08/2026,RESIGNED
100941,6002,Janaki Bera,Picker,F,19533.0,09-Apr-2026,active
100942,6127,Yashasvi Bajaj,Picker,F,18252.0,2026-04-29,Resigned
100943,6044,Yasti Shere,Store Manager,Male,61246.0,2026-03-27,Active
100944,6095,Maanas Dua,Quality Checker,M,32759.0,2026-05-12,Active
100945,6150,Panini Deshpande,Inventory Associate,F,63282.0,02-25-2025,active
100946,6085,Anya Kaur,Delivery Rider,Female,50591.0,14/01/2025,Active
100947,6067,Chatura Chanda,PICKER,F,44554.0,2024-04-24,Active
100948,6069,Noah Khalsa,Delivery Rider,f,21377.0,2025-09-22,On Leave
100949,6075,Zansi Gill,PICKER,M,46619.0,2024-10-13,active
100950,6103,Saksham Choudhary,Delivery Rider,M,30751.0,2023-07-24,active
100951,6120,Anjali Samra,delivery rider,Male,62163.0,2025-08-17,Resigned
100952,6133,Vrinda Agarwal,Store Manager,Male,24372.0,2026-05-01,active
100953,6131,Ekaraj Sagar,Packer,f,43076.0,2024-05-26,Active
100954,6016,Onveer Kalita,Picker,Male,,2023-03-14,RESIGNED
100955,6033,Nilima Korpal,Inventory Associate,m,38362.0,2026-08-15,Resigned
100956,6003,Neel Rout,Picker,,31340.0,13/08/2026,Resigned
100957,6050,Chavvi Mukherjee,Quality Checker,m,61598.0,2024-01-21,Resigned
100958,6088,Sanaya Chada,Store Manager,F,62489.0,2023-04-12,Active
100959,6021,Jeet Thaman,Delivery Rider,,43480.0,2023-03-15,active
100960,6089,Varsha Sarraf,Quality Checker,m,17423.0,2023-10-25,Resigned
100961,6075,Urvashi Malhotra,Inventory Associate,f,34686.0,2025-09-15,RESIGNED
100962,6047,Urmi Upadhyay,Picker,Male,61521.0,2024-07-07,Active
100963,6123,Viraj Borah,Inventory Associate,m,40011.0,18-Mar-2023,Active
100964,6071,Ekaraj Raval,Packer,f,15825.0,01-14-2024,Active
100965,6082,Gautami Pandey,Inventory Associate,Male,30360.0,2023-01-12,Resigned
100966,6122,Max Shroff,Packer,M,19955.0,2025-06-13,RESIGNED
100967,6011,Benjamin Sood,PICKER,F,33650.0,2026-02-01,On Leave
100968,6031,Rachana Misra,Quality Checker,F,63423.0,2024-01-18,On Leave
100969,6038,Maanav Pau,Inventory Associate,f,40202.0,2023-04-04,RESIGNED
100970,6045,Eta Kanda,Delivery Rider,Male,47749.0,2025-05-05,active
100971,6137,Neha Gopal,Inventory Associate,Male,28003.0,2023-12-28,active
100972,6054,Avi Naidu,Delivery Rider,Female,59107.0,2023-10-10,RESIGNED
100973,6110,Warhi Maharaj,Picker,f,34551.0,2025-11-09,Active
100974,6063,Inaya Wali,Inventory Associate,Male,46800.0,01-31-2024,RESIGNED
100975,6134,Vansha Dada,Picker,Male,45046.0,2025-10-18,Active
100976,6119,Abha Badal,delivery rider,Female,64224.0,2023-12-17,Active
100977,6015,Ekalinga Patil,Store Manager,Male,25616.0,2024-02-11,active
100978,6106,Anya Natarajan,Store Manager,F,14476.0,15/11/2025,RESIGNED
100979,6068,Naveen Purohit,Store Manager,f,14108.0,2023-10-13,Resigned
100980,6014,Shaurya Bhargava,Picker,Male,55510.0,2022-09-19,RESIGNED
100981,6041,Manan Mukhopadhyay,Packer,F,16574.0,2025-07-30,Active
100982,6045,Rajeshri Lalla,Delivery Rider,M,18392.0,18-Jul-2023,Resigned
100983,6026,Maanas Chakraborty,Delivery Rider,m,36054.0,13/02/2023,Resigned
100984,6097,Radha Hans,Inventory Associate,f,60074.0,2025-09-21,Resigned
100985,6066,Libni Sami,Packer,m,,2022-10-16,On Leave
100986,6093,Jonathan Mitra,PICKER,M,51038.0,2023-01-02,active
100987,6133,Naveen Dash,PICKER,Female,26328.0,2022-10-13,Active
100988,6008,Om Chowdhury,Store Manager,Male,28124.0,2022-10-14,RESIGNED
100989,6033,Pratyush Hora,Picker,m,20454.0,2024-06-25,Active
100990,6128,Jalsa Dara,Picker,Male,15990.0,2025-01-25,Active
100991,6038,Eshana Raman,Packer,F,53153.0,2026-07-19,Active
100992,6066,Viraj Subramanian,PICKER,Male,19850.0,04-07-2024,Resigned
100993,6073,Noah Gole,delivery rider,f,19055.0,2026-07-12,Active
100994,6140,Daniel Sehgal,Quality Checker,m,23530.0,2026-03-15,Active
100995,6143,Ria Atwal,Packer,Female,57090.0,2024-10-01,Active
100996,6034,Geetika Randhawa,Packer,M,51634.0,2024-06-08,Active
100997,6029,Chanakya Varty,Store Manager,f,16683.0,2024-09-04,Active
100998,6047,Leela Dugar,Picker,M,50156.0,2023-03-15,Active
100999,6139,Xiti Varma,Quality Checker,Male,53592.0,2025-05-24,Active
101000,6142,Oeshi Gulati,delivery rider,M,19903.0,2026-05-21,On Leave
101001,6148,Gauri Srinivasan,Inventory Associate,Female,38985.0,2024-11-28,Active
101002,6060,Diya Puri,Delivery Rider,m,25472.0,2026-06-14,Active
101003,6024,Aayush Narain,Picker,Male,54272.0,24-May-2023,RESIGNED
101004,6009,Gayathri Dutt,Store Manager,f,64891.0,2023-11-26,Resigned
101005,6135,Anvi Butala,delivery rider,F,36861.0,2024-12-04,RESIGNED
101006,6113,Manthan Sangha,delivery rider,Female,29358.0,2024-08-06,Active
101007,6093,Chaitaly Tripathi,PICKER,m,60611.0,2025-09-03,Active
101008,6080,Gagan Deol,Store Manager,M,36220.0,2024-05-04,Active
101009,6092,Ishaan Saran,delivery rider,m,48479.0,2023-01-16,RESIGNED
101010,6086,Finn Sen,delivery rider,m,16384.0,25-May-2024,active
101011,6024,Balendra Tak,Packer,Female,42512.0,2025-03-23,Active
101012,6056,Tanish Bhattacharyya,Store Manager,f,14891.0,2025-12-19,Active
101013,6108,Kamala Jha,Quality Checker,M,40662.0,2025-03-31,Active
101014,6059,Arunima Shan,Quality Checker,Female,21705.0,2026-04-24,active
101015,6030,Nandini Solanki,PICKER,f,63048.0,2025-03-15,Active
101016,6133,Maanav Merchant,Packer,m,16790.0,2026-06-19,Active
101017,6036,Indira Puri,Inventory Associate,Male,,2022-11-05,Active
101018,6084,Yashawini Bandi,Picker,F,64313.0,2026-01-23,Active
101019,6108,Gabriel Bumb,Store Manager,F,29931.0,2024-05-29,Resigned
101020,6025,Tanveer Shetty,Inventory Associate,,63423.0,13/01/2026,On Leave
101021,6066,Bina Oza,Store Manager,Male,52992.0,2025-01-12,Active
101022,6013,Laban Dar,Quality Checker,f,,2025-12-28,Active
101023,6046,Gayathri Gala,delivery rider,M,57882.0,18-Mar-2025,RESIGNED
101024,6089,Urvi Kapur,Picker,Male,18174.0,2023-04-15,Active
101025,6132,Timothy Dyal,Store Manager,,37431.0,08-19-2023,On Leave
101026,6032,Dev Rajagopal,Delivery Rider,m,43529.0,2026-04-04,Resigned
101027,6141,Simon Chaudhari,delivery rider,Male,42317.0,2024-10-05,Active
101028,6077,Dhriti Bhasin,Store Manager,,58904.0,18-Apr-2024,Active
101029,6036,Ubika Srivastava,PICKER,F,31974.0,2025-08-11,Active
101030,6134,Aashi Dyal,Inventory Associate,,55345.0,2025-12-03,Active
101031,6115,Eesha Ravel,Delivery Rider,F,15200.0,2024-09-17,Active
101032,6135,Upma Singh,PICKER,M,45865.0,2026-03-10,Active
101033,6142,Jhalak Chaudhary,Quality Checker,m,56025.0,08-Aug-2024,Active
101034,6031,Nicholas Oza,Quality Checker,Male,59686.0,2024-11-05,Resigned
101035,6015,Ladli Choudhury,Quality Checker,m,16163.0,2026-03-05,Resigned
101036,6098,Wishi Mandal,Inventory Associate,f,14989.0,2026-07-23,On Leave
101037,6070,Pranav Murthy,Inventory Associate,Female,56749.0,2026-07-01,Active
101038,6025,Samarth Shanker,Packer,Female,31502.0,2025-09-17,Active
101039,6053,Tamanna Pingle,PICKER,,30156.0,2023-02-16,Active
101040,6059,Vasana Hora,PICKER,F,51012.0,2024-11-18,Active
101041,6022,Jagvi Guha,delivery rider,f,49232.0,2024-10-20,Active
101042,6006,Chaaya Konda,Store Manager,Female,14361.0,18-Jan-2025,active
101043,6096,Osha Anne,Picker,F,27987.0,06-20-2025,On Leave
101044,6073,Samesh Varma,PICKER,,16977.0,2023-06-21,On Leave
101045,6094,Warjas Choudhry,Store Manager,Female,43146.0,2024-08-29,Resigned
101046,6007,Reyansh Agarwal,Delivery Rider,M,45695.0,2025-05-14,Active
101047,6019,Gagan Mand,delivery rider,f,22665.0,2023-09-12,Active
101048,6043,Yutika Sagar,Packer,,18411.0,2023-11-19,Active
101049,6083,Agastya Jain,Quality Checker,M,20143.0,2024-01-12,Active
101050,6085,Harsh Kade,Store Manager,Female,28482.0,2026-08-01,Resigned
101051,6121,Yutika Naik,Inventory Associate,f,44750.0,05-11-2026,On Leave
101052,6096,Nidhi Bala,Packer,f,39411.0,2025-04-30,Active
101053,6001,Indrajit Madan,Packer,M,,2022-11-25,RESIGNED
101054,6087,Januja Bains,PICKER,M,51199.0,2024-09-08,Resigned
101055,6109,Prisha Wali,PICKER,Male,45755.0,2026-06-12,On Leave
101056,6150,Kamya Pau,Store Manager,Female,,2025-03-30,active
101057,6098,Kala Kumer,Quality Checker,Female,,2024-11-01,Resigned
101058,6147,Nakul Doshi,Store Manager,Male,,2024-10-21,Resigned
101059,6050,Nathaniel More,Packer,f,53789.0,2023-03-25,Active
101060,6118,Watika Sachar,delivery rider,Female,61157.0,2024-08-22,On Leave
101061,6145,Dalbir Keer,Quality Checker,Male,26782.0,2024-06-25,On Leave
101062,6027,Abdul Khurana,Inventory Associate,,15396.0,2024-04-27,RESIGNED
101063,6099,Wyatt Chanda,PICKER,Female,61626.0,2026-03-19,RESIGNED
101064,6074,Pushti Nayak,Quality Checker,Male,27408.0,2025-12-20,RESIGNED
101065,6131,Tristan Bawa,Inventory Associate,F,39029.0,2024-07-14,RESIGNED
101066,6032,Baljiwan Golla,PICKER,f,26138.0,2024-06-10,active
101067,6072,Fitan Narula,Packer,M,35307.0,2023-06-04,Active
101068,6097,Farhan Sampath,Store Manager,M,19001.0,2025-08-25,active
101069,6109,Yauvani Sekhon,Delivery Rider,m,54390.0,2025-08-25,Active
101070,6045,Orinder Mody,Delivery Rider,m,51608.0,2023-08-11,On Leave
101071,6080,Yochana Sanghvi,Store Manager,Male,20986.0,2024-05-11,RESIGNED
101072,6045,Widisha Das,PICKER,,18928.0,2026-05-06,active
101073,6039,Dalbir Mane,Inventory Associate,M,46642.0,2026-08-04,Active
101074,6086,Champak Chaudry,Picker,Male,59260.0,2024-08-28,active
101075,6023,Yashvi Ravel,Quality Checker,M,63361.0,2024-09-18,Active
101076,6130,Rachita Lad,PICKER,Female,33726.0,2023-04-21,Resigned
101077,6089,Wriddhish Sibal,Quality Checker,Female,27765.0,2025-04-11,active
101078,6123,Mitali Chaudhuri,Store Manager,Male,53068.0,24-Aug-2022,active
101079,6062,Bhavna Patla,Store Manager,Female,33863.0,2023-06-04,RESIGNED
101080,6101,Ganga Kapadia,PICKER,f,44161.0,2023-12-21,RESIGNED
101081,6136,Raagini Biswas,Store Manager,f,45939.0,13-Oct-2022,RESIGNED
101082,6068,Dakshesh Handa,PICKER,Male,,2023-04-03,active
101083,6127,Lavanya Thakkar,Quality Checker,M,64663.0,2026-08-05,active
101084,6117,Rishi Chaudhary,delivery rider,M,35059.0,2025-05-09,Active
101085,6027,Sara Manne,Inventory Associate,Female,49619.0,2025-04-23,Active
101086,6115,Jonathan Dhaliwal,Packer,M,50468.0,19/11/2022,Resigned
101087,6015,Joshua Bakshi,Picker,Male,58979.0,2022-11-25,Active
101088,6035,Falan Chowdhury,Packer,m,36304.0,06-02-2025,Active
101089,6015,Chatura Kant,Delivery Rider,F,24926.0,2025-11-02,Active
101090,6083,Ijaya Garde,Picker,M,63582.0,2024-12-17,Active
101091,6142,Niharika Malhotra,Picker,Male,,2025-05-31,Active
101092,6013,Raksha Gola,Inventory Associate,,27379.0,2023-04-12,Active
101093,6054,Raagini Keer,Quality Checker,f,59283.0,2022-08-24,active
101094,6073,Abha Dada,Inventory Associate,F,46990.0,03-06-2025,Active
101095,6035,George Kant,Delivery Rider,Male,64478.0,2023-02-03,Resigned
101096,6028,Irya Chad,delivery rider,m,61713.0,2022-08-24,RESIGNED
101097,6045,Riya Walia,Store Manager,M,34048.0,16-Feb-2026,On Leave
101098,6110,Vasudha Nazareth,Delivery Rider,F,53787.0,2023-06-02,Resigned
101099,6012,Yashvi Kapadia,Delivery Rider,f,16553.0,2023-02-19,RESIGNED
101100,6072,Yahvi Bains,Packer,m,57674.0,2025-02-09,RESIGNED
101101,6024,Caleb Wali,Inventory Associate,m,45845.0,2024-04-21,Active
101102,6123,Sanaya Prasad,Inventory Associate,F,49754.0,2023-10-21,Active
101103,6109,Yasti Prashad,Picker,F,36740.0,12-Sep-2024,RESIGNED
101104,6115,Neelima Balay,Picker,f,53821.0,2024-10-21,RESIGNED
101105,6030,Ekani Kala,Quality Checker,F,43939.0,11-26-2025,On Leave
101106,6138,Damini Sha,delivery rider,f,47191.0,2025-07-19,Active
101107,6043,Sarthak Kaur,PICKER,F,49655.0,2024-01-26,Active
101108,6028,Aadhya Peri,Packer,f,26835.0,2026-07-25,Resigned
101109,6048,Darsh Om,PICKER,Female,54511.0,2025-05-28,On Leave
101110,7000,Rajeshri Vohra,PICKER,m,42187.0,2024-01-27,Resigned
101111,6075,Veer Oak,delivery rider,Female,41711.0,2026-03-11,RESIGNED
101112,6051,Quincy Sura,Quality Checker,,34831.0,2023-12-24,Resigned
101113,6050,Anamika Sur,Quality Checker,f,16842.0,2023-01-15,On Leave
101114,6101,Harinakshi Salvi,Delivery Rider,,32075.0,2022-10-21,Resigned
101115,6031,Bhavya Sama,Delivery Rider,,41379.0,2026-02-06,active
101116,6047,Qadim Dugar,PICKER,Male,36865.0,2023-04-03,active
101117,6095,Yatan Narula,PICKER,M,20282.0,2024-01-15,On Leave
101118,6119,Chatura Sane,delivery rider,F,59929.0,2022-10-11,Active
101119,6069,Kavya Upadhyay,Quality Checker,f,52164.0,2024-04-29,active
101120,6095,Ria Uppal,Inventory Associate,Female,31157.0,2023-02-09,Active
101121,6109,Anmol Ramanathan,Packer,F,,2024-03-21,Resigned
101122,6102,Advay Prabhu,Picker,Female,15388.0,2024-03-10,Active
101123,6028,Gaurangi Date,Packer,Female,45744.0,2023-02-01,Resigned
101124,6103,Samuel Bahri,Quality Checker,Female,32216.0,2025-05-07,Resigned
101125,6026,Chaaya Chaudhari,Inventory Associate,m,,2024-12-12,Resigned
101126,6114,Viraj Sinha,PICKER,M,51711.0,06-07-2023,Active
101127,6017,Jairaj Bansal,delivery rider,M,14803.0,2024-12-22,Active
101128,6003,Yashvi Sharma,Inventory Associate,F,63152.0,2024-12-01,Active
101129,7006,Ridhi Mukhopadhyay,Packer,Male,42673.0,2023-02-13,On Leave
101130,6130,Alexander Kari,Packer,M,,2026-08-09,On Leave
101131,6010,Wridesh Sami,Quality Checker,M,24215.0,2023-02-04,Active
101132,6140,Krishna Barad,Store Manager,Female,27223.0,2023-08-09,Active
101133,6052,Amruta Singh,Picker,m,36899.0,2024-09-16,active
101134,6062,Upadhriti Arya,Inventory Associate,F,58022.0,2025-09-25,On Leave
101135,6117,Turvi Kari,Picker,f,45137.0,2022-11-06,Active
101136,6069,Upasna Ram,delivery rider,f,42018.0,10/01/2025,Active
101137,6113,Abha Sarraf,PICKER,Female,16013.0,09-Apr-2023,On Leave
101138,6137,Deepa Shenoy,Delivery Rider,Male,48970.0,21/05/2026,Active
101139,6149,Ekansh Chander,Inventory Associate,m,44502.0,2026-02-11,On Leave
101140,6021,Jyoti Agrawal,Delivery Rider,Female,,02-Apr-2026,Active
101141,6027,Bimala Pall,Picker,m,49471.0,2024-05-12,active
101142,6123,Harish Uppal,Inventory Associate,M,28368.0,2024-09-11,On Leave
101143,6027,Kamya Mannan,Delivery Rider,f,60963.0,2024-09-28,RESIGNED
101144,6068,Thomas Ram,Delivery Rider,m,58442.0,2026-01-28,Active
101145,6114,Anusha Mander,Quality Checker,F,37956.0,2024-01-23,active
101146,6046,Ishwar Pau,delivery rider,m,64462.0,2025-09-04,Resigned
101147,6088,Laksh Narasimhan,Store Manager,m,59449.0,2025-04-04,On Leave
101148,6035,Hamsini Edwin,Packer,M,55957.0,29-Apr-2025,RESIGNED
101149,6135,Tristan Ratti,Quality Checker,Male,64618.0,2024-04-19,On Leave
101150,6004,Sanya Patel,delivery rider,f,53228.0,24/08/2022,RESIGNED
101151,6120,Orinder Shankar,delivery rider,,40230.0,2024-04-03,Resigned
101152,6076,Dalbir Balakrishnan,delivery rider,,,2023-04-16,On Leave
101153,6114,Neelima Basak,Inventory Associate,M,,2024-02-20,Active
101154,6083,Rudra Ghose,PICKER,M,28568.0,2024-08-14,Active
101155,6024,Quincy Kuruvilla,Inventory Associate,f,32981.0,2022-11-25,active
101156,6071,Onveer Upadhyay,PICKER,F,15635.0,16-Nov-2025,active
101157,6133,Krish Subramanian,delivery rider,M,48971.0,2026-02-09,RESIGNED
101158,6048,Krish Mahal,Picker,Female,14680.0,2025-07-24,On Leave
101159,6130,Tristan Savant,PICKER,f,42088.0,12/11/2023,Active
101160,6011,Jonathan Patla,Inventory Associate,f,47029.0,2025-08-08,RESIGNED
101161,6140,Daniel Chhabra,delivery rider,F,59761.0,2024-08-09,RESIGNED
101162,6030,Yauvani Divan,PICKER,M,23922.0,2022-12-15,active
101163,6038,Peter Verma,Inventory Associate,M,42741.0,2023-09-13,Active
101164,6018,Ria Chahal,Packer,,52195.0,09-22-2022,Resigned
101165,6016,William Gopal,delivery rider,f,47261.0,2025-12-13,On Leave
101166,6132,Atharv Deep,Picker,Female,,2023-06-11,RESIGNED
101167,6140,Ekbal Bajaj,delivery rider,m,46292.0,2023-12-23,RESIGNED
101168,6065,Chandresh Dutta,delivery rider,F,41529.0,2025-02-15,active
101169,6131,Charita Chahal,delivery rider,Male,30156.0,2025-06-08,Active
101170,6041,Avni Ahluwalia,PICKER,M,48321.0,2026-02-10,Resigned
101171,6067,Vedant Morar,delivery rider,,39810.0,2025-11-15,Active
101172,6120,Luke Raja,Picker,m,29014.0,2022-12-30,Resigned
101173,6034,Krisha Shah,Inventory Associate,Female,21004.0,2025-06-05,active
101174,6035,Avni Madan,Quality Checker,Female,61216.0,2025-12-12,Resigned
101175,6100,Kiaan Mody,Store Manager,F,43291.0,11-Aug-2025,Resigned
101176,6051,Girish Kalla,Delivery Rider,M,51150.0,19-Mar-2024,Resigned
101177,6082,Triya Uppal,Store Manager,Female,48716.0,2024-05-22,On Leave
101178,6133,Avi Parikh,Delivery Rider,f,37413.0,2024-01-09,Resigned
101179,6108,Idika Taneja,PICKER,m,48264.0,2024-03-27,Active
101180,6066,Naksh Vohra,Inventory Associate,Male,64803.0,23/07/2025,Resigned
101181,6063,Qarin Sodhi,Inventory Associate,Male,26017.0,2025-09-08,Active
101182,6090,Rudra Kothari,delivery rider,M,61651.0,2026-07-07,Active
101183,6110,Aishani Majumdar,Store Manager,f,64404.0,17/01/2024,Resigned
101184,6124,Vasatika Manda,Store Manager,F,54274.0,10/01/2024,active
101185,6112,Diya Sarkar,Picker,F,36578.0,2024-02-20,Active
101186,6114,Aachal Devi,Packer,Male,61983.0,2025-11-10,Active
101187,6104,Onkar Master,Inventory Associate,Female,27955.0,11-02-2024,Active
101188,6110,Radhika Sibal,Quality Checker,Female,23213.0,2025-04-27,active
101189,6107,Ranbir Chaudhuri,Store Manager,,22529.0,2024-05-17,Resigned
101190,6059,Yashodhara Dixit,Delivery Rider,F,43510.0,04/04/2023,Active
101191,6044,Lipika Mall,delivery rider,,53078.0,2023-11-26,Active
101192,6145,Ranveer Edwin,Delivery Rider,Male,40998.0,2023-03-24,On Leave
101193,6040,Ria Thakur,Delivery Rider,F,30125.0,2024-07-13,RESIGNED
101194,6008,Anay Iyengar,Packer,f,42597.0,2024-07-29,Active
101195,6068,Radhika Kalla,Store Manager,Male,17929.0,2024-05-29,Active
101196,6046,Vedant Gera,Inventory Associate,Male,15346.0,2026-01-11,Active
101197,6107,Hemang Srinivasan,Inventory Associate,f,17648.0,2025-03-23,On Leave
101198,6126,Damyanti Dube,Inventory Associate,f,60486.0,2025-11-09,On Leave
101199,6107,Darpan Bedi,Picker,Male,56952.0,2023-08-22,Resigned
101200,6079,Frado Kumer,Picker,m,21778.0,2023-06-03,active
101201,6127,Adya Suri,Inventory Associate,Male,64563.0,23-Aug-2023,RESIGNED
101202,6141,Charita Shenoy,Inventory Associate,Female,53506.0,2023-05-12,RESIGNED
101203,6150,Odika Comar,Quality Checker,Male,51077.0,2023-07-11,RESIGNED
101204,6130,Ishwar Narayan,Delivery Rider,Female,26531.0,08-25-2025,Active
101205,6134,Vritti Bajaj,Store Manager,,23732.0,2025-08-18,On Leave
101206,6046,Indali Bansal,Store Manager,,49216.0,2026-08-12,Resigned
101207,6092,Nisha Walla,Inventory Associate,m,51190.0,2023-11-19,On Leave
101208,6121,Omisha Bora,Inventory Associate,M,59933.0,2024-03-14,Active
101209,6136,Rajeshri Wali,Quality Checker,f,56962.0,02-07-2025,RESIGNED
101210,6130,Anvi Gokhale,Picker,f,41939.0,14-Dec-2025,Active
101211,6015,Siddharth Bawa,PICKER,f,38517.0,2025-12-10,Active
101212,6035,Yash Trivedi,Store Manager,Female,51590.0,2024-11-13,Active
101213,6070,Jyoti Sankar,Packer,Male,32144.0,2026-02-02,RESIGNED
101214,6146,Aashi Sura,delivery rider,Male,49305.0,2026-07-18,Active
101215,6072,Upma Deep,PICKER,m,33143.0,2025-02-27,Active
101216,6087,Samarth Dhar,Packer,M,26578.0,2026-02-17,Active
101217,6139,Chaman Bains,Delivery Rider,M,15945.0,2025-03-14,Active
101218,6084,Zinal Kata,Delivery Rider,m,46215.0,2024-02-28,RESIGNED
101219,6121,Chanakya Brar,Quality Checker,M,41118.0,23/12/2023,Active
101220,6140,Damini Gaba,Store Manager,Male,39421.0,2023-10-12,RESIGNED
101221,6055,Chandani Bakshi,Inventory Associate,Male,38744.0,2023-02-03,Resigned
101222,6087,Praneel Rana,Quality Checker,f,41971.0,2025-09-30,active
101223,6091,Jason Dalal,Quality Checker,F,18698.0,03-06-2025,Active
101224,6017,Vidhi Sawhney,Quality Checker,m,46707.0,2024-09-20,On Leave
101225,6141,Vedant Rai,PICKER,f,47578.0,29/02/2024,Active
101226,6018,Varsha Radhakrishnan,Inventory Associate,,41239.0,2026-07-04,Active
101227,6116,Imaran Basak,Inventory Associate,,34001.0,03-15-2024,Active
101228,6095,Samaksh Dube,Store Manager,,43353.0,2025-03-28,On Leave
101229,6106,Janaki Dua,Inventory Associate,Female,59590.0,2024-05-23,Active
101230,6058,Pavani Dixit,Store Manager,,31634.0,16/01/2025,Active
101231,6069,Jason Badal,Quality Checker,m,50516.0,21/05/2026,RESIGNED
101232,7009,Sai Mitter,Delivery Rider,m,,2024-04-18,On Leave
101233,6088,Dev Chaudry,PICKER,Female,19957.0,2026-04-10,Resigned
101234,6019,Nidhi Mitra,PICKER,f,46259.0,2026-04-30,Active
101235,6092,Keya Patla,PICKER,f,29154.0,2024-08-27,Active
101236,6107,Gaurang Babu,delivery rider,F,30778.0,2023-02-20,Active
101237,6050,Finn Chana,Store Manager,,,2022-09-27,Active
101238,6019,Laksh Mann,Delivery Rider,,47232.0,2024-11-03,Resigned
101239,6067,Ridhi Krishnamurthy,Quality Checker,F,59281.0,2025-11-30,Active
101240,6071,Champak Chatterjee,Store Manager,f,14329.0,2024-12-22,On Leave
101241,6007,Dalaja Bhardwaj,Picker,F,48839.0,10-20-2024,RESIGNED
101242,6124,Priya Bhatt,Quality Checker,,24813.0,2026-01-31,Active
101243,6147,Arunima Taneja,Delivery Rider,F,52128.0,2024-12-01,Active
101244,6041,Ansh Manda,Quality Checker,f,30622.0,2023-10-15,Active
101245,6032,Chandani Maharaj,Store Manager,f,21401.0,2024-06-15,Resigned
101246,6083,Girindra Varty,delivery rider,Male,42667.0,2025-03-08,Resigned
101247,6130,Jyoti Contractor,delivery rider,M,32612.0,2024-08-12,Active
101248,6066,Darika Prakash,Store Manager,M,33260.0,2023-11-24,Resigned
101249,6113,Wridesh Saraf,PICKER,m,37822.0,2023-08-15,Active
101250,6080,Samar Deshmukh,Store Manager,F,52220.0,2026-05-28,RESIGNED
101251,6050,Alexander Buch,Store Manager,Female,21290.0,2026-08-15,On Leave
101252,6003,Jalsa Lad,Store Manager,Female,57688.0,2023-08-29,Active
101253,6089,Mohini Shere,Store Manager,,41489.0,2025-05-22,RESIGNED
101254,6122,Charita Chawla,Quality Checker,F,16612.0,2023-04-30,RESIGNED
101255,6026,Caleb Halder,Picker,f,36202.0,2023-05-15,active
101256,6092,Mahika Sandal,Inventory Associate,Female,26146.0,2026-06-18,Active
101257,6073,Neha Ratta,PICKER,f,42930.0,2023-05-31,Active
101258,6079,Madhavi Dhaliwal,Picker,Male,47083.0,2024-09-10,RESIGNED
101259,6059,Udyati Bansal,Delivery Rider,f,55310.0,06-28-2026,On Leave
101260,6101,Faqid Gera,Packer,M,15220.0,2025-12-26,RESIGNED
101261,6097,Tripti Soman,Packer,F,52307.0,2025-12-18,On Leave
101262,6054,Qarin Goel,Picker,m,21962.0,17/12/2023,RESIGNED
