employee_id,store_id,employee_name,role,gender,monthly_salary_inr,joining_date,employment_status,clean_store_id,salary_status,work_status
101055,6109,Prisha Wali,Picker,Male,45755.0,2026-06-12,On Leave,6109,Normal,On Leave
101056,6150,Kamya Pau,Store Manager,Female,38812.0,2025-03-30,Active,6150,Normal,Currently Working
101057,6098,Kala Kumer,Quality Checker,Female,39702.5,2024-11-01,Resigned,6098,Normal,Resigned
101058,6147,Nakul Doshi,Store Manager,Male,38812.0,2024-10-21,Resigned,6147,Normal,Resigned
101059,6050,Nathaniel More,Packer,Female,53789.0,2023-03-25,Active,6050,Normal,Currently Working
101060,6118,Watika Sachar,Delivery Rider,Female,61157.0,2024-08-22,On Leave,6118,Normal,On Leave
101061,6145,Dalbir Keer,Quality Checker,Male,26782.0,2024-06-25,On Leave,6145,Normal,On Leave
101062,6027,Abdul Khurana,Inventory Associate,Unknown,15396.0,2024-04-27,Resigned,6027,Normal,Resigned
101063,6099,Wyatt Chanda,Picker,Female,61626.0,2026-03-19,Resigned,6099,Normal,Resigned
101064,6074,Pushti Nayak,Quality Checker,Male,27408.0,2025-12-20,Resigned,6074,Normal,Resigned
101065,6131,Tristan Bawa,Inventory Associate,Female,39029.0,2024-07-14,Resigned,6131,Normal,Resigned
101066,6032,Baljiwan Golla,Picker,Female,26138.0,2024-06-10,Active,6032,Normal,Currently Working
101067,6072,Fitan Narula,Packer,Male,35307.0,2023-06-04,Active,6072,Normal,Currently Working
101068,6097,Farhan Sampath,Store Manager,Male,19001.0,2025-08-25,Active,6097,Normal,Currently Working
101069,6109,Yauvani Sekhon,Delivery Rider,Male,54390.0,2025-08-25,Active,6109,Normal,Currently Working
101070,6045,Orinder Mody,Delivery Rider,Male,51608.0,2023-08-11,On Leave,6045,Normal,On Leave
101071,6080,Yochana Sanghvi,Store Manager,Male,20986.0,2024-05-11,Resigned,6080,Normal,Resigned
101072,6045,Widisha Das,Picker,Unknown,18928.0,2026-05-06,Active,6045,Normal,Currently Working
101073,6039,Dalbir Mane,Inventory Associate,Male,46642.0,2026-08-04,Active,6039,Normal,Currently Working
101074,6086,Champak Chaudry,Picker,Male,59260.0,2024-08-28,Active,6086,Normal,Currently Working
101075,6023,Yashvi Ravel,Quality Checker,Male,63361.0,2024-09-18,Active,6023,Normal,Currently Working
101076,6130,Rachita Lad,Picker,Female,33726.0,2023-04-21,Resigned,6130,Normal,Resigned
101077,6089,Wriddhish Sibal,Quality Checker,Female,27765.0,2025-04-11,Active,6089,Normal,Currently Working
101078,6123,Mitali Chaudhuri,Store Manager,Male,53068.0,2022-08-24,Active,6123,Normal,Currently Working
101079,6062,Bhavna Patla,Store Manager,Female,33863.0,2023-06-04,Resigned,6062,Normal,Resigned
101080,6101,Ganga Kapadia,Picker,Female,44161.0,2023-12-21,Resigned,6101,Normal,Resigned
101081,6136,Raagini Biswas,Store Manager,Female,45939.0,2022-10-13,Resigned,6136,Normal,Resigned
101082,6068,Dakshesh Handa,Picker,Male,38424.5,2023-04-03,Active,6068,Normal,Currently Working
101083,6127,Lavanya Thakkar,Quality Checker,Male,64663.0,2026-08-05,Active,6127,Normal,Currently Working
101084,6117,Rishi Chaudhary,Delivery Rider,Male,35059.0,2025-05-09,Active,6117,Normal,Currently Working
101085,6027,Sara Manne,Inventory Associate,Female,49619.0,2025-04-23,Active,6027,Normal,Currently Working
101086,6115,Jonathan Dhaliwal,Packer,Male,50468.0,2022-11-19,Resigned,6115,Normal,Resigned
101087,6015,Joshua Bakshi,Picker,Male,58979.0,2022-11-25,Active,6015,Normal,Currently Working
101088,6035,Falan Chowdhury,Packer,Male,36304.0,2025-06-02,Active,6035,Normal,Currently Working
101089,6015,Chatura Kant,Delivery Rider,Female,24926.0,2025-11-02,Active,6015,Normal,Currently Working
101090,6083,Ijaya Garde,Picker,Male,63582.0,2024-12-17,Active,6083,Normal,Currently Working
101091,6142,Niharika Malhotra,Picker,Male,38424.5,2025-05-31,Active,6142,Normal,Currently Working
101092,6013,Raksha Gola,Inventory Associate,Unknown,27379.0,2023-04-12,Active,6013,Normal,Currently Working
101093,6054,Raagini Keer,Quality Checker,Female,59283.0,2022-08-24,Active,6054,Normal,Currently Working
101094,6073,Abha Dada,Inventory Associate,Female,46990.0,2025-03-06,Active,6073,Normal,Currently Working
101095,6035,George Kant,Delivery Rider,Male,64478.0,2023-02-03,Resigned,6035,Normal,Resigned
101096,6028,Irya Chad,Delivery Rider,Male,61713.0,2022-08-24,Resigned,6028,Normal,Resigned
101097,6045,Riya Walia,Store Manager,Male,34048.0,2026-02-16,On Leave,6045,Normal,On Leave
101098,6110,Vasudha Nazareth,Delivery Rider,Female,53787.0,2023-06-02,Resigned,6110,Normal,Resigned
101099,6012,Yashvi Kapadia,Delivery Rider,Female,16553.0,2023-02-19,Resigned,6012,Normal,Resigned
101100,6072,Yahvi Bains,Packer,Male,57674.0,2025-02-09,Resigned,6072,Normal,Resigned
101101,6024,Caleb Wali,Inventory Associate,Male,45845.0,2024-04-21,Active,6024,Normal,Currently Working
101102,6123,Sanaya Prasad,Inventory Associate,Female,49754.0,2023-10-21,Active,6123,Normal,Currently Working
101103,6109,Yasti Prashad,Picker,Female,36740.0,2024-09-12,Resigned,6109,Normal,Resigned
101104,6115,Neelima Balay,Picker,Female,53821.0,2024-10-21,Resigned,6115,Normal,Resigned
101105,6030,Ekani Kala,Quality Checker,Female,43939.0,2025-11-26,On Leave,6030,Normal,On Leave
101106,6138,Damini Sha,Delivery Rider,Female,47191.0,2025-07-19,Active,6138,Normal,Currently Working
101107,6043,Sarthak Kaur,Picker,Female,49655.0,2024-01-26,Active,6043,Normal,Currently Working
101108,6028,Aadhya Peri,Packer,Female,26835.0,2026-07-25,Resigned,6028,Normal,Resigned
101109,6048,Darsh Om,Picker,Female,54511.0,2025-05-28,On Leave,6048,Normal,On Leave
101110,7000,Rajeshri Vohra,Picker,Male,42187.0,2024-01-27,Resigned,6001,Normal,Resigned
101111,6075,Veer Oak,Delivery Rider,Female,41711.0,2026-03-11,Resigned,6075,Normal,Resigned
101112,6051,Quincy Sura,Quality Checker,Unknown,34831.0,2023-12-24,Resigned,6051,Normal,Resigned
101113,6050,Anamika Sur,Quality Checker,Female,16842.0,2023-01-15,On Leave,6050,Normal,On Leave
101114,6101,Harinakshi Salvi,Delivery Rider,Unknown,32075.0,2022-10-21,Resigned,6101,Normal,Resigned
101115,6031,Bhavya Sama,Delivery Rider,Unknown,41379.0,2026-02-06,Active,6031,Normal,Currently Working
101116,6047,Qadim Dugar,Picker,Male,36865.0,2023-04-03,Active,6047,Normal,Currently Working
101117,6095,Yatan Narula,Picker,Male,20282.0,2024-01-15,On Leave,6095,Normal,On Leave
101118,6119,Chatura Sane,Delivery Rider,Female,59929.0,2022-10-11,Active,6119,Normal,Currently Working
101119,6069,Kavya Upadhyay,Quality Checker,Female,52164.0,2024-04-29,Active,6069,Normal,Currently Working
101120,6095,Ria Uppal,Inventory Associate,Female,31157.0,2023-02-09,Active,6095,Normal,Currently Working
101121,6109,Anmol Ramanathan,Packer,Female,40162.0,2024-03-21,Resigned,6109,Normal,Resigned
101122,6102,Advay Prabhu,Picker,Female,15388.0,2024-03-10,Active,6102,Normal,Currently Working
101123,6028,Gaurangi Date,Packer,Female,45744.0,2023-02-01,Resigned,6028,Normal,Resigned
101124,6103,Samuel Bahri,Quality Checker,Female,32216.0,2025-05-07,Resigned,6103,Normal,Resigned
101125,6026,Chaaya Chaudhari,Inventory Associate,Male,40106.5,2024-12-12,Resigned,6026,Normal,Resigned
101126,6114,Viraj Sinha,Picker,Male,51711.0,2023-06-07,Active,6114,Normal,Currently Working
101127,6017,Jairaj Bansal,Delivery Rider,Male,14803.0,2024-12-22,Active,6017,Normal,Currently Working
101128,6003,Yashvi Sharma,Inventory Associate,Female,63152.0,2024-12-01,Active,6003,Normal,Currently Working
101129,7006,Ridhi Mukhopadhyay,Packer,Male,42673.0,2023-02-13,On Leave,6007,Normal,On Leave
101130,6130,Alexander Kari,Packer,Male,40162.0,2026-08-09,On Leave,6130,Normal,On Leave
101131,6010,Wridesh Sami,Quality Checker,Male,24215.0,2023-02-04,Active,6010,Normal,Currently Working
101132,6140,Krishna Barad,Store Manager,Female,27223.0,2023-08-09,Active,6140,Normal,Currently Working
101133,6052,Amruta Singh,Picker,Male,36899.0,2024-09-16,Active,6052,Normal,Currently Working
101134,6062,Upadhriti Arya,Inventory Associate,Female,58022.0,2025-09-25,On Leave,6062,Normal,On Leave
101135,6117,Turvi Kari,Picker,Female,45137.0,2022-11-06,Active,6117,Normal,Currently Working
101136,6069,Upasna Ram,Delivery Rider,Female,42018.0,2025-10-01,Active,6069,Normal,Currently Working
101137,6113,Abha Sarraf,Picker,Female,16013.0,2023-04-09,On Leave,6113,Normal,On Leave
101138,6137,Deepa Shenoy,Delivery Rider,Male,48970.0,2026-05-21,Active,6137,Normal,Currently Working
101139,6149,Ekansh Chander,Inventory Associate,Male,44502.0,2026-02-11,On Leave,6149,Normal,On Leave
101140,6021,Jyoti Agrawal,Delivery Rider,Female,39424.5,2026-04-02,Active,6021,Normal,Currently Working
101141,6027,Bimala Pall,Picker,Male,49471.0,2024-05-12,Active,6027,Normal,Currently Working
101142,6123,Harish Uppal,Inventory Associate,Male,28368.0,2024-09-11,On Leave,6123,Normal,On Leave
101143,6027,Kamya Mannan,Delivery Rider,Female,60963.0,2024-09-28,Resigned,6027,Normal,Resigned
101144,6068,Thomas Ram,Delivery Rider,Male,58442.0,2026-01-28,Active,6068,Normal,Currently Working
101145,6114,Anusha Mander,Quality Checker,Female,37956.0,2024-01-23,Active,6114,Normal,Currently Working
101146,6046,Ishwar Pau,Delivery Rider,Male,64462.0,2025-09-04,Resigned,6046,Normal,Resigned
101147,6088,Laksh Narasimhan,Store Manager,Male,59449.0,2025-04-04,On Leave,6088,Normal,On Leave
101148,6035,Hamsini Edwin,Packer,Male,55957.0,2025-04-29,Resigned,6035,Normal,Resigned
101149,6135,Tristan Ratti,Quality Checker,Male,64618.0,2024-04-19,On Leave,6135,Normal,On Leave
101150,6004,Sanya Patel,Delivery Rider,Female,53228.0,2022-08-24,Resigned,6004,Normal,Resigned
101151,6120,Orinder Shankar,Delivery Rider,Unknown,40230.0,2024-04-03,Resigned,6120,Normal,Resigned
101152,6076,Dalbir Balakrishnan,Delivery Rider,Unknown,39424.5,2023-04-16,On Leave,6076,Normal,On Leave
101153,6114,Neelima Basak,Inventory Associate,Male,40106.5,2024-02-20,Active,6114,Normal,Currently Working
101154,6083,Rudra Ghose,Picker,Male,28568.0,2024-08-14,Active,6083,Normal,Currently Working
101155,6024,Quincy Kuruvilla,Inventory Associate,Female,32981.0,2022-11-25,Active,6024,Normal,Currently Working
101156,6071,Onveer Upadhyay,Picker,Female,15635.0,2025-11-16,Active,6071,Normal,Currently Working
101157,6133,Krish Subramanian,Delivery Rider,Male,48971.0,2026-02-09,Resigned,6133,Normal,Resigned
101158,6048,Krish Mahal,Picker,Female,14680.0,2025-07-24,On Leave,6048,Normal,On Leave
101159,6130,Tristan Savant,Picker,Female,42088.0,2023-12-11,Active,6130,Normal,Currently Working
101160,6011,Jonathan Patla,Inventory Associate,Female,47029.0,2025-08-08,Resigned,6011,Normal,Resigned
101161,6140,Daniel Chhabra,Delivery Rider,Female,59761.0,2024-08-09,Resigned,6140,Normal,Resigned
101162,6030,Yauvani Divan,Picker,Male,23922.0,2022-12-15,Active,6030,Normal,Currently Working
101163,6038,Peter Verma,Inventory Associate,Male,42741.0,2023-09-13,Active,6038,Normal,Currently Working
101164,6018,Ria Chahal,Packer,Unknown,52195.0,2022-09-22,Resigned,6018,Normal,Resigned
101165,6016,William Gopal,Delivery Rider,Female,47261.0,2025-12-13,On Leave,6016,Normal,On Leave
101166,6132,Atharv Deep,Picker,Female,38424.5,2023-06-11,Resigned,6132,Normal,Resigned
101167,6140,Ekbal Bajaj,Delivery Rider,Male,46292.0,2023-12-23,Resigned,6140,Normal,Resigned
101168,6065,Chandresh Dutta,Delivery Rider,Female,41529.0,2025-02-15,Active,6065,Normal,Currently Working
101169,6131,Charita Chahal,Delivery Rider,Male,30156.0,2025-06-08,Active,6131,Normal,Currently Working
101170,6041,Avni Ahluwalia,Picker,Male,48321.0,2026-02-10,Resigned,6041,Normal,Resigned
101171,6067,Vedant Morar,Delivery Rider,Unknown,39810.0,2025-11-15,Active,6067,Normal,Currently Working
101172,6120,Luke Raja,Picker,Male,29014.0,2022-12-30,Resigned,6120,Normal,Resigned
101173,6034,Krisha Shah,Inventory Associate,Female,21004.0,2025-06-05,Active,6034,Normal,Currently Working
101174,6035,Avni Madan,Quality Checker,Female,61216.0,2025-12-12,Resigned,6035,Normal,Resigned
101175,6100,Kiaan Mody,Store Manager,Female,43291.0,2025-08-11,Resigned,6100,Normal,Resigned
101176,6051,Girish Kalla,Delivery Rider,Male,51150.0,2024-03-19,Resigned,6051,Normal,Resigned
101177,6082,Triya Uppal,Store Manager,Female,48716.0,2024-05-22,On Leave,6082,Normal,On Leave
101178,6133,Avi Parikh,Delivery Rider,Female,37413.0,2024-01-09,Resigned,6133,Normal,Resigned
101179,6108,Idika Taneja,Picker,Male,48264.0,2024-03-27,Active,6108,Normal,Currently Working
101180,6066,Naksh Vohra,Inventory Associate,Male,64803.0,2025-07-23,Resigned,6066,Normal,Resigned
101181,6063,Qarin Sodhi,Inventory Associate,Male,26017.0,2025-09-08,Active,6063,Normal,Currently Working
101182,6090,Rudra Kothari,Delivery Rider,Male,61651.0,2026-07-07,Active,6090,Normal,Currently Working
101183,6110,Aishani Majumdar,Store Manager,Female,64404.0,2024-01-17,Resigned,6110,Normal,Resigned
101184,6124,Vasatika Manda,Store Manager,Female,54274.0,2024-10-01,Active,6124,Normal,Currently Working
101185,6112,Diya Sarkar,Picker,Female,36578.0,2024-02-20,Active,6112,Normal,Currently Working
101186,6114,Aachal Devi,Packer,Male,61983.0,2025-11-10,Active,6114,Normal,Currently Working
101187,6104,Onkar Master,Inventory Associate,Female,27955.0,2024-11-02,Active,6104,Normal,Currently Working
101188,6110,Radhika Sibal,Quality Checker,Female,23213.0,2025-04-27,Active,6110,Normal,Currently Working
101189,6107,Ranbir Chaudhuri,Store Manager,Unknown,22529.0,2024-05-17,Resigned,6107,Normal,Resigned
101190,6059,Yashodhara Dixit,Delivery Rider,Female,43510.0,2023-04-04,Active,6059,Normal,Currently Working
101191,6044,Lipika Mall,Delivery Rider,Unknown,53078.0,2023-11-26,Active,6044,Normal,Currently Working
101192,6145,Ranveer Edwin,Delivery Rider,Male,40998.0,2023-03-24,On Leave,6145,Normal,On Leave
101193,6040,Ria Thakur,Delivery Rider,Female,30125.0,2024-07-13,Resigned,6040,Normal,Resigned
101194,6008,Anay Iyengar,Packer,Female,42597.0,2024-07-29,Active,6008,Normal,Currently Working
101195,6068,Radhika Kalla,Store Manager,Male,17929.0,2024-05-29,Active,6068,Normal,Currently Working
101196,6046,Vedant Gera,Inventory Associate,Male,15346.0,2026-01-11,Active,6046,Normal,Currently Working
101197,6107,Hemang Srinivasan,Inventory Associate,Female,17648.0,2025-03-23,On Leave,6107,Normal,On Leave
101198,6126,Damyanti Dube,Inventory Associate,Female,60486.0,2025-11-09,On Leave,6126,Normal,On Leave
101199,6107,Darpan Bedi,Picker,Male,56952.0,2023-08-22,Resigned,6107,Normal,Resigned
101200,6079,Frado Kumer,Picker,Male,21778.0,2023-06-03,Active,6079,Normal,Currently Working
101201,6127,Adya Suri,Inventory Associate,Male,64563.0,2023-08-23,Resigned,6127,Normal,Resigned
101202,6141,Charita Shenoy,Inventory Associate,Female,53506.0,2023-05-12,Resigned,6141,Normal,Resigned
101203,6150,Odika Comar,Quality Checker,Male,51077.0,2023-07-11,Resigned,6150,Normal,Resigned
101204,6130,Ishwar Narayan,Delivery Rider,Female,26531.0,2025-08-25,Active,6130,Normal,Currently Working
101205,6134,Vritti Bajaj,Store Manager,Unknown,23732.0,2025-08-18,On Leave,6134,Normal,On Leave
101206,6046,Indali Bansal,Store Manager,Unknown,49216.0,2026-08-12,Resigned,6046,Normal,Resigned
101207,6092,Nisha Walla,Inventory Associate,Male,51190.0,2023-11-19,On Leave,6092,Normal,On Leave
101208,6121,Omisha Bora,Inventory Associate,Male,59933.0,2024-03-14,Active,6121,Normal,Currently Working
101209,6136,Rajeshri Wali,Quality Checker,Female,56962.0,2025-02-07,Resigned,6136,Normal,Resigned
101210,6130,Anvi Gokhale,Picker,Female,41939.0,2025-12-14,Active,6130,Normal,Currently Working
101211,6015,Siddharth Bawa,Picker,Female,38517.0,2025-12-10,Active,6015,Normal,Currently Working
101212,6035,Yash Trivedi,Store Manager,Female,51590.0,2024-11-13,Active,6035,Normal,Currently Working
101213,6070,Jyoti Sankar,Packer,Male,32144.0,2026-02-02,Resigned,6070,Normal,Resigned
101214,6146,Aashi Sura,Delivery Rider,Male,49305.0,2026-07-18,Active,6146,Normal,Currently Working
101215,6072,Upma Deep,Picker,Male,33143.0,2025-02-27,Active,6072,Normal,Currently Working
101216,6087,Samarth Dhar,Packer,Male,26578.0,2026-02-17,Active,6087,Normal,Currently Working
101217,6139,Chaman Bains,Delivery Rider,Male,15945.0,2025-03-14,Active,6139,Normal,Currently Working
101218,6084,Zinal Kata,Delivery Rider,Male,46215.0,2024-02-28,Resigned,6084,Normal,Resigned
101219,6121,Chanakya Brar,Quality Checker,Male,41118.0,2023-12-23,Active,6121,Normal,Currently Working
101220,6140,Damini Gaba,Store Manager,Male,39421.0,2023-10-12,Resigned,6140,Normal,Resigned
101221,6055,Chandani Bakshi,Inventory Associate,Male,38744.0,2023-02-03,Resigned,6055,Normal,Resigned
101222,6087,Praneel Rana,Quality Checker,Female,41971.0,2025-09-30,Active,6087,Normal,Currently Working
101223,6091,Jason Dalal,Quality Checker,Female,18698.0,2025-03-06,Active,6091,Normal,Currently Working
101224,6017,Vidhi Sawhney,Quality Checker,Male,46707.0,2024-09-20,On Leave,6017,Normal,On Leave
101225,6141,Vedant Rai,Picker,Female,47578.0,2024-02-29,Active,6141,Normal,Currently Working
101226,6018,Varsha Radhakrishnan,Inventory Associate,Unknown,41239.0,2026-07-04,Active,6018,Normal,Currently Working
101227,6116,Imaran Basak,Inventory Associate,Unknown,34001.0,2024-03-15,Active,6116,Normal,Currently Working
101228,6095,Samaksh Dube,Store Manager,Unknown,43353.0,2025-03-28,On Leave,6095,Normal,On Leave
101229,6106,Janaki Dua,Inventory Associate,Female,59590.0,2024-05-23,Active,6106,Normal,Currently Working
101230,6058,Pavani Dixit,Store Manager,Unknown,31634.0,2025-01-16,Active,6058,Normal,Currently Working
101231,6069,Jason Badal,Quality Checker,Male,50516.0,2026-05-21,Resigned,6069,Normal,Resigned
101232,7009,Sai Mitter,Delivery Rider,Male,39424.5,2024-04-18,On Leave,6010,Normal,On Leave
101233,6088,Dev Chaudry,Picker,Female,19957.0,2026-04-10,Resigned,6088,Normal,Resigned
101234,6019,Nidhi Mitra,Picker,Female,46259.0,2026-04-30,Active,6019,Normal,Currently Working
101235,6092,Keya Patla,Picker,Female,29154.0,2024-08-27,Active,6092,Normal,Currently Working
101236,6107,Gaurang Babu,Delivery Rider,Female,30778.0,2023-02-20,Active,6107,Normal,Currently Working
101237,6050,Finn Chana,Store Manager,Unknown,38812.0,2022-09-27,Active,6050,Normal,Currently Working
101238,6019,Laksh Mann,Delivery Rider,Unknown,47232.0,2024-11-03,Resigned,6019,Normal,Resigned
101239,6067,Ridhi Krishnamurthy,Quality Checker,Female,59281.0,2025-11-30,Active,6067,Normal,Currently Working
101240,6071,Champak Chatterjee,Store Manager,Female,14329.0,2024-12-22,On Leave,6071,Normal,On Leave
101241,6007,Dalaja Bhardwaj,Picker,Female,48839.0,2024-10-20,Resigned,6007,Normal,Resigned
101242,6124,Priya Bhatt,Quality Checker,Unknown,24813.0,2026-01-31,Active,6124,Normal,Currently Working
101243,6147,Arunima Taneja,Delivery Rider,Female,52128.0,2024-12-01,Active,6147,Normal,Currently Working
101244,6041,Ansh Manda,Quality Checker,Female,30622.0,2023-10-15,Active,6041,Normal,Currently Working
101245,6032,Chandani Maharaj,Store Manager,Female,21401.0,2024-06-15,Resigned,6032,Normal,Resigned
101246,6083,Girindra Varty,Delivery Rider,Male,42667.0,2025-03-08,Resigned,6083,Normal,Resigned
101247,6130,Jyoti Contractor,Delivery Rider,Male,32612.0,2024-08-12,Active,6130,Normal,Currently Working
101248,6066,Darika Prakash,Store Manager,Male,33260.0,2023-11-24,Resigned,6066,Normal,Resigned
101249,6113,Wridesh Saraf,Picker,Male,37822.0,2023-08-15,Active,6113,Normal,Currently Working
101250,6080,Samar Deshmukh,Store Manager,Female,52220.0,2026-05-28,Resigned,6080,Normal,Resigned
101251,6050,Alexander Buch,Store Manager,Female,21290.0,2026-08-15,On Leave,6050,Normal,On Leave
101252,6003,Jalsa Lad,Store Manager,Female,57688.0,2023-08-29,Active,6003,Normal,Currently Working
101253,6089,Mohini Shere,Store Manager,Unknown,41489.0,2025-05-22,Resigned,6089,Normal,Resigned
101254,6122,Charita Chawla,Quality Checker,Female,16612.0,2023-04-30,Resigned,6122,Normal,Resigned
101255,6026,Caleb Halder,Picker,Female,36202.0,2023-05-15,Active,6026,Normal,Currently Working
101256,6092,Mahika Sandal,Inventory Associate,Female,26146.0,2026-06-18,Active,6092,Normal,Currently Working
101257,6073,Neha Ratta,Picker,Female,42930.0,2023-05-31,Active,6073,Normal,Currently Working
101258,6079,Madhavi Dhaliwal,Picker,Male,47083.0,2024-09-10,Resigned,6079,Normal,Resigned
101259,6059,Udyati Bansal,Delivery Rider,Female,55310.0,2026-06-28,On Leave,6059,Normal,On Leave
101260,6101,Faqid Gera,Packer,Male,15220.0,2025-12-26,Resigned,6101,Normal,Resigned
101261,6097,Tripti Soman,Packer,Female,52307.0,2025-12-18,On Leave,6097,Normal,On Leave
101262,6054,Qarin Goel,Picker,Male,21962.0,2023-12-17,Resigned,6054,Normal,Resigned
101263,6055,Simon Sridhar,Picker,Female,41372.0,2023-04-24,On Leave,6055,Normal,On Leave
101264,6055,Mohammed Dhar,Picker,Female,25713.0,2023-12-23,Active,6055,Normal,Currently Working
101265,6065,Falguni Mani,Delivery Rider,Female,57217.0,2025-07-01,On Leave,6065,Normal,On Leave
101266,6057,Samesh Rana,Store Manager,Female,44956.0,2023-11-04,On Leave,6057,Normal,On Leave
101267,6045,Thomas Rai,Quality Checker,Male,54310.0,2026-04-22,Active,6045,Normal,Currently Working
101268,6055,Keya Acharya,Quality Checker,Female,40726.0,2024-06-30,Resigned,6055,Normal,Resigned
101269,6140,Neha Kulkarni,Quality Checker,Female,61300.0,2023-01-03,On Leave,6140,Normal,On Leave
101270,6115,Turvi Saini,Picker,Male,33298.0,2023-08-05,On Leave,6115,Normal,On Leave
101271,6108,Yatin Sen,Store Manager,Unknown,51259.0,2024-12-16,Active,6108,Normal,Currently Working
101272,6120,Kashish Balay,Quality Checker,Female,36340.0,2023-10-11,Resigned,6120,Normal,Resigned
101273,6118,Ansh Sundaram,Delivery Rider,Female,55029.0,2026-03-06,On Leave,6118,Normal,On Leave
101274,6089,Mohammed Zacharia,Picker,Male,21095.0,2024-10-30,On Leave,6089,Normal,On Leave
101275,6014,Mohini Dyal,Picker,Male,47780.0,2024-06-25,Resigned,6014,Normal,Resigned
101276,6058,Radha Hari,Packer,Female,19871.0,2023-05-25,Active,6058,Normal,Currently Working
101277,6078,Champak Tella,Quality Checker,Male,33931.0,2025-11-18,Resigned,6078,Normal,Resigned
101278,6041,Balvan Nath,Picker,Male,24050.0,2024-02-12,Active,6041,Normal,Currently Working
101279,6140,Anusha Sani,Delivery Rider,Male,36480.0,2023-08-25,Resigned,6140,Normal,Resigned
101280,6023,Shivani Shenoy,Picker,Female,57476.0,2025-09-28,Resigned,6023,Normal,Resigned
101281,6058,Imaran Gill,Delivery Rider,Female,48638.0,2024-07-01,Active,6058,Normal,Currently Working
101282,6036,Joshua Kadakia,Inventory Associate,Male,57349.0,2025-11-12,Active,6036,Normal,Currently Working
101283,6008,Gaurika Guha,Picker,Male,41238.0,2023-05-03,Active,6008,Normal,Currently Working
101284,6044,Vasatika Batra,Picker,Unknown,32737.0,2026-06-06,Active,6044,Normal,Currently Working
101285,6132,Dalbir Ghosh,Quality Checker,Male,41779.0,2025-02-26,Active,6132,Normal,Currently Working
101286,6099,Sneha Balasubramanian,Inventory Associate,Female,14337.0,2024-05-31,Resigned,6099,Normal,Resigned
101287,6147,Nisha Thaman,Picker,Female,42316.0,2022-09-14,Resigned,6147,Normal,Resigned
101288,6015,Vincent Devi,Delivery Rider,Male,43307.0,2026-06-13,On Leave,6015,Normal,On Leave
101289,6062,Wazir Nori,Picker,Unknown,20428.0,2025-10-01,On Leave,6062,Normal,On Leave
101290,6014,Ojasvi Rana,Delivery Rider,Male,27543.0,2023-11-07,Resigned,6014,Normal,Resigned
101291,6110,Ekantika Barad,Packer,Male,63114.0,2022-11-10,Resigned,6110,Normal,Resigned
101292,6033,Samaksh Kant,Packer,Female,16661.0,2025-01-21,Active,6033,Normal,Currently Working
101293,6042,Avi Chandra,Picker,Male,59753.0,2023-12-22,Resigned,6042,Normal,Resigned
101294,6017,Vrishti Tailor,Delivery Rider,Male,53090.0,2025-12-31,Active,6017,Normal,Currently Working
101295,6069,Kritika Mutti,Packer,Male,42126.0,2026-06-30,On Leave,6069,Normal,On Leave
101296,6059,Advika Rout,Inventory Associate,Unknown,23199.0,2022-06-09,Active,6059,Normal,Currently Working
101297,6079,Xalak Vyas,Inventory Associate,Female,52010.0,2025-02-10,On Leave,6079,Normal,On Leave
101298,6037,Guneet Ravel,Delivery Rider,Male,29973.0,2024-02-18,Active,6037,Normal,Currently Working
101299,6066,Rachana Thaman,Store Manager,Male,33312.0,2025-04-07,Resigned,6066,Normal,Resigned
101300,6031,Upasna Modi,Delivery Rider,Female,52318.0,2025-01-08,Active,6031,Normal,Currently Working
101301,6095,Aradhana Agate,Quality Checker,Female,19231.0,2022-10-24,Active,6095,Normal,Currently Working
101302,6132,Indali Sidhu,Packer,Male,63774.0,2025-12-07,On Leave,6132,Normal,On Leave
101303,6079,Charles Narula,Picker,Female,44506.0,2024-02-23,Active,6079,Normal,Currently Working
101304,6118,Mugdha Balakrishnan,Inventory Associate,Male,56496.0,2023-11-10,Active,6118,Normal,Currently Working
101305,6126,Vanya Modi,Store Manager,Female,38812.0,2024-05-08,On Leave,6126,Normal,On Leave
101306,6042,Bimala Atwal,Delivery Rider,Male,14063.0,2025-03-02,Active,6042,Normal,Currently Working
101307,6113,Yash Balasubramanian,Inventory Associate,Female,18412.0,2023-03-22,On Leave,6113,Normal,On Leave
101308,6130,Adweta Khanna,Picker,Female,36886.0,2026-04-10,Active,6130,Normal,Currently Working
101309,6148,Eshana Dhar,Store Manager,Unknown,38628.0,2025-07-24,Active,6148,Normal,Currently Working
101310,6128,Yug Sarna,Picker,Male,14625.0,2026-06-13,Active,6128,Normal,Currently Working
101311,6031,Hiral Dube,Store Manager,Female,24725.0,2024-09-10,Resigned,6031,Normal,Resigned
101312,6086,Bhavya Prabhakar,Picker,Male,19102.0,2025-11-04,On Leave,6086,Normal,On Leave
101313,6047,Waida Ben,Picker,Male,62060.0,2022-09-15,On Leave,6047,Normal,On Leave
101314,6142,Aadi Ranganathan,Delivery Rider,Female,26358.0,2026-05-18,Resigned,6142,Normal,Resigned
101315,6051,Eta Narayan,Inventory Associate,Female,52040.0,2025-12-21,Active,6051,Normal,Currently Working
101316,6044,Krish Mitter,Delivery Rider,Female,49396.0,2022-11-30,On Leave,6044,Normal,On Leave
101317,6033,Jairaj Sharaf,Packer,Male,16010.0,2024-10-18,Resigned,6033,Normal,Resigned
