customer_id,customer_name,city,signup_platform,app_version,signup_date
401028,Chakrika Kar,Lucknow,Big Basket,Others,10-08-2025
401029,Charvi Andra,Jaipur,Big Basket,Android,27-02-2026
401030,Theodore Toor,Ahmedabad,Zepto,Android,22-07-2026
401031,Xiti Merchant,Kochi,Zepto,Android,31-01-2026
401032,Fariq Rastogi,Chennai,Swiggy Instamart,IOS,20-04-2025
401033,Aadhya Agate,Hyderabad,Blinkit,IOS,29-05-2025
401034,Advika Balan,Hyderabad,Big Basket,IOS,17-12-2024
401035,Luke Chanda,Kochi,Zepto,Android,26-07-2026
401036,Manan Khare,Jaipur,Zepto,IOS,21-01-2025
401037,Leela Dube,Chandigarh,Zepto,Android,14-02-2025
401038,Chakrika Goyal,Kolkata,Big Basket,Android,02-05-2024
401039,Fitan Kunda,Bengaluru,Zepto,IOS,24-05-2026
401040,Kashish Wable,Kolkata,Blinkit,Android,01-01-2025
401041,Wridesh Khatri,Chennai,Big Basket,Android,23-07-2026
401042,Dev Handa,New Delhi,Zepto,Android,02-08-2026
401043,Yashoda Agrawal,Kochi,Swiggy Instamart,IOS,01-03-2024
401044,Liam Rajagopal,Chennai,Big Basket,IOS,09-10-2025
401045,Rajeshri Suri,Ahmedabad,Blinkit,Android,11-09-2024
401046,Saanvi Borde,Chennai,Big Basket,Android,05-09-2025
401047,Adya Ravel,Chennai,Zepto,IOS,02-09-2023
401048,Vincent Sandhu,Chennai,Swiggy Instamart,Android,07-06-2024
401049,Umang Lad,Delhi,Swiggy Instamart,IOS,18-09-2024
401050,Anirudh Bala,Mumbai,Zepto,Android,27-06-2024
401051,Gauri Patil,Bengaluru,Swiggy Instamart,Others,11-10-2024
401052,Charita Malhotra,Kolkata,Big Basket,IOS,31-03-2025
401053,Girik Mani,Delhi,Blinkit,Android,24-03-2026
401054,Aryan Setty,Pune,Big Basket,IOS,06-10-2025
401055,Naveen Doctor,Delhi,Big Basket,Android,18-09-2023
401056,Pranit Ramakrishnan,Hyderabad,Swiggy Instamart,Android,17-12-2025
401057,Prisha Master,Chandigarh,Zepto,Others,06-11-2024
401058,Falguni Memon,Ncr,Big Basket,IOS,13-05-2025
401059,Orinder Sunder,Hyderabad,Big Basket,Android,31-05-2026
401060,Mitali Kant,Hyderabad,Blinkit,Android,05-07-2024
401061,Kamala Gopal,Ahmedabad,Swiggy Instamart,Android,07-09-2024
401062,Varenya Mahajan,Ahmedabad,Zepto,IOS,30-06-2026
401063,Siya Modi,Jaipur,Swiggy Instamart,IOS,05-02-2026
401064,Anusha Doctor,Ahmedabad,Swiggy Instamart,Others,13-11-2025
401065,Isaiah Gulati,Kolkata,Big Basket,IOS,19-01-2025
401066,Aryan Sabharwal,Chennai,Swiggy Instamart,IOS,19-03-2026
401067,Yashawini Kota,Lucknow,Zepto,Android,22-08-2024
401068,Gayathri Varma,Chandigarh,Swiggy Instamart,IOS,06-05-2026
401069,Isaac Kalla,Hyderabad,Blinkit,Others,19-06-2024
401070,Advay Setty,Delhi,Swiggy Instamart,Android,07-03-2026
401071,Chandani Kashyap,Ahmedabad,Zepto,Android,09-01-2025
401072,Zayan Bansal,Delhi,Blinkit,Android,04-05-2026
401073,Pooja Agate,Mumbai,Swiggy Instamart,IOS,06-11-2025
401074,Vamakshi Memon,Bengaluru,Zepto,Others,04-02-2024
401075,Edhitha Bhargava,Bengaluru,Blinkit,Android,25-11-2023
401076,Gopal Oak,Bengaluru,Zepto,IOS,08-02-2024
401077,Aayush Krishnan,Kolkata,Blinkit,IOS,21-08-2023
401078,Zehaan Pal,Bengaluru,Zepto,Android,27-08-2024
401079,Unni Sant,Ahmedabad,Swiggy Instamart,Android,12-01-2025
401080,Vidhi Cheema,Delhi,Swiggy Instamart,Others,29-12-2023
401081,Alka Tiwari,Bengaluru,Big Basket,Others,21-09-2023
401082,Aryan Dhillon,Kochi,Big Basket,Android,19-02-2025
401083,Vidhi Srinivas,Kochi,Swiggy Instamart,IOS,22-06-2026
401084,Oviya Sanghvi,Hyderabad,Big Basket,Android,25-07-2025
401085,Tara Chana,Kolkata,Swiggy Instamart,Android,08-11-2023
401086,Vivaan Krishnan,Hyderabad,Zepto,IOS,14-05-2026
401087,Nitara Banik,Jaipur,Swiggy Instamart,IOS,28-01-2025
401088,Oviya Menon,Chandigarh,Swiggy Instamart,IOS,21-12-2023
401089,Nihal Bhatia,Jaipur,Zepto,Android,16-04-2024
401090,Azad Chakraborty,Mumbai,Blinkit,Android,04-12-2025
401091,Sai Chad,Bengaluru,Swiggy Instamart,Android,21-10-2025
401092,Shivani Chauhan,Chandigarh,Swiggy Instamart,IOS,06-05-2026
401093,Netra Basak,Mumbai,Big Basket,Android,08-02-2025
401094,Vaishnavi Bumb,Ahmedabad,Zepto,Others,27-10-2025
401095,Hiral Sachdeva,Lucknow,Blinkit,Android,27-03-2026
401096,Gaurangi Mannan,Chandigarh,Big Basket,IOS,23-02-2025
401097,Qushi Bains,Lucknow,Big Basket,Android,26-04-2025
401098,Ranbir Sathe,Chandigarh,Swiggy Instamart,IOS,17-07-2026
401099,Daksha Raja,Mumbai,Big Basket,Android,14-09-2023
401100,Janya Chadha,Mumbai,Blinkit,IOS,27-07-2024
401101,Sudiksha Bala,Jaipur,Swiggy Instamart,IOS,30-10-2024
401102,Kevin Jaggi,New Delhi,Swiggy Instamart,IOS,09-09-2024
401103,Hemangini Ahluwalia,Chandigarh,Blinkit,IOS,21-11-2023
401104,Nandini Jha,Ahmedabad,Blinkit,Others,08-05-2026
401105,Hitesh Garde,Lucknow,Blinkit,Others,31-10-2023
401106,Fariq Mannan,Jaipur,Swiggy Instamart,IOS,05-03-2026
401107,Raksha Bhakta,Ahmedabad,Zepto,Others,27-09-2023
401108,Samarth Sahni,Pune,Swiggy Instamart,Others,08-09-2023
401109,Samesh Thakur,Jaipur,Zepto,Android,21-05-2025
401110,Ganga Savant,Kochi,Big Basket,Android,01-04-2025
401111,Yoshita Mane,Mumbai,Zepto,IOS,10-12-2023
401112,Warinder Hora,Bengaluru,Swiggy Instamart,IOS,07-11-2024
401113,Girindra Hayer,Delhi,Zepto,Others,28-02-2024
401114,Owen Pal,Jaipur,Zepto,IOS,14-10-2023
401115,Jatin Balasubramanian,Hyderabad,Swiggy Instamart,Others,22-07-2025
401116,Falguni Sharaf,Pune,Blinkit,Android,14-01-2026
401117,Tripti Sunder,Mumbai,Blinkit,Android,24-07-2024
401118,Yashawini Bora,Mumbai,Swiggy Instamart,Android,12-05-2026
401119,Isaiah Bala,Mumbai,Blinkit,Others,29-05-2025
401120,Sachi Naik,Bengaluru,Swiggy Instamart,Others,07-09-2025
401121,Bhavika Sood,Jaipur,Swiggy Instamart,Others,27-10-2025
401122,Ekantika De,Hyderabad,Swiggy Instamart,IOS,08-10-2024
401123,Wazir Walla,Pune,Swiggy Instamart,IOS,05-05-2025
401124,Dalaja Mangat,Kochi,Swiggy Instamart,IOS,11-10-2023
401125,Lucky Halder,Mumbai,Big Basket,Android,22-11-2025
401126,Vaishnavi Sachdeva,Bengaluru,Zepto,IOS,04-08-2025
401127,Daksh Shankar,Ahmedabad,Swiggy Instamart,Android,08-09-2024
401128,Raagini Talwar,Hyderabad,Zepto,Android,10-04-2025
401129,Adweta Sundaram,Delhi,Blinkit,IOS,29-08-2025
401130,Eesha Andra,Ahmedabad,Big Basket,IOS,25-07-2026
401131,Isha Dave,Mumbai,Zepto,IOS,20-12-2024
401132,Falak Krish,Ahmedabad,Big Basket,IOS,07-02-2024
401133,Harini Dhillon,Mumbai,Zepto,Android,09-05-2026
401134,Krisha Chaudry,Mumbai,Zepto,Android,03-08-2026
401135,Veda Chakrabarti,Lucknow,Blinkit,Others,05-09-2024
401136,Hiral Saha,Chandigarh,Zepto,IOS,07-04-2026
401137,Januja Kant,Chandigarh,Blinkit,IOS,06-02-2024
401138,Upasna Vala,Mumbai,Blinkit,IOS,04-10-2024
401139,Kashish Menon,Hyderabad,Swiggy Instamart,Android,07-06-2026
401140,Nirja Mistry,Chandigarh,Big Basket,IOS,02-08-2026
401141,Megha Agarwal,Delhi,Swiggy Instamart,IOS,03-07-2024
401142,Yutika Vasa,Chandigarh,Zepto,IOS,10-02-2026
401143,Kashvi Som,Kochi,Zepto,IOS,25-10-2024
401144,Ishwar Oommen,Hyderabad,Big Basket,Others,10-10-2025
401145,Yagnesh Soni,Lucknow,Swiggy Instamart,Android,29-02-2024
401146,Unnati Tiwari,Delhi,Big Basket,Android,14-05-2025
401147,Veda Kibe,Mumbai,Zepto,Android,09-04-2025
401148,Joshua Sane,Jaipur,Blinkit,IOS,15-10-2025
401149,Yashodhara Vig,Ahmedabad,Blinkit,Android,18-10-2024
401150,Faras Karnik,Chennai,Swiggy Instamart,Android,26-12-2025
401151,Ayushman Deshmukh,Bengaluru,Zepto,Android,21-11-2024
401152,Daksha Saraf,Ahmedabad,Blinkit,Android,08-01-2025
401153,Finn Butala,Lucknow,Big Basket,Android,17-11-2024
401154,Damini Devi,Pune,Zepto,IOS,05-11-2025
401155,Pratyush Modi,Mumbai,Blinkit,Android,07-08-2025
401156,Abdul Trivedi,Lucknow,Big Basket,Others,28-12-2024
401157,Rajeshri Wagle,Kochi,Zepto,Android,28-12-2024
401158,Watika Hayre,Jaipur,Zepto,Android,26-05-2026
401159,Libni Chandran,Delhi,Zepto,Android,30-01-2025
401160,Nathaniel Sandal,Pune,Zepto,IOS,26-04-2025
401161,Jacob Chopra,Kolkata,Big Basket,Android,07-04-2026
401162,Akshay Khatri,Mumbai,Swiggy Instamart,Android,20-04-2024
401163,Madhav Mahal,Chandigarh,Swiggy Instamart,Android,28-09-2024
401164,Nitesh Singhal,Delhi,Zepto,Android,14-11-2025
401165,Vyanjana Wason,Delhi,Zepto,Android,19-04-2025
401166,Rachita Mukhopadhyay,Delhi,Blinkit,Others,14-06-2024
401167,Rajata Shetty,Lucknow,Blinkit,Android,09-11-2024
401168,Nirja Narain,Bengaluru,Swiggy Instamart,IOS,20-02-2025
401169,Arya Zacharia,Jaipur,Blinkit,IOS,07-06-2025
401170,Anamika Chacko,Bengaluru,Zepto,Android,08-09-2023
401171,Sai Dhillon,Pune,Swiggy Instamart,IOS,19-06-2025
401172,Eiravati Sabharwal,Chennai,Zepto,Android,13-02-2026
401173,Max Lanka,New Delhi,Swiggy Instamart,Android,31-08-2025
401174,Mekhala Chatterjee,Kochi,Swiggy Instamart,IOS,25-03-2025
401175,Dhruv Kibe,Ahmedabad,Big Basket,Android,29-09-2023
401176,Nakul Kapoor,Hyderabad,Zepto,IOS,18-05-2024
401177,Mitesh Mallick,Bengaluru,Big Basket,Others,24-02-2024
401178,Farhan Mohan,Delhi,Blinkit,Android,06-12-2024
401179,Warhi Deshpande,Delhi,Blinkit,Others,14-04-2025
401180,Tejas Nadig,Pune,Blinkit,Android,17-04-2026
401181,Chavvi Chaudhuri,Jaipur,Big Basket,Others,04-03-2024
401182,Naksh Dewan,Kochi,Swiggy Instamart,IOS,12-04-2024
401183,Kevin Sabharwal,Chennai,Big Basket,Others,15-01-2026
401184,Veer Bajaj,Kochi,Big Basket,Android,01-10-2025
401185,Jhalak Nayak,Lucknow,Big Basket,Android,19-02-2025
401186,Kala Bhakta,Bengaluru,Zepto,Android,23-06-2026
401187,Mitesh Sama,Kochi,Swiggy Instamart,IOS,09-04-2025
401188,Banjeet Sidhu,Bengaluru,Big Basket,Android,08-09-2024
401189,Vanya Kohli,Ahmedabad,Blinkit,Android,15-05-2024
401190,Mugdha Mohan,Mumbai,Zepto,Android,15-02-2024
401191,Brinda Venkatesh,Pune,Swiggy Instamart,IOS,05-01-2026
401192,Farhan Anne,Chennai,Swiggy Instamart,Android,26-06-2024
401193,Zehaan Sama,Kolkata,Zepto,IOS,10-03-2026
401194,Gaurangi Goda,Chennai,Zepto,Android,13-02-2024
401195,Oni Murty,Mumbai,Zepto,Android,11-09-2024
401196,Urvi Dubey,Delhi,Swiggy Instamart,Android,20-12-2024
401197,Nathaniel Bhagat,Chennai,Zepto,Android,26-12-2025
401198,Baghyawati Pall,Mumbai,Swiggy Instamart,Android,24-02-2024
401199,Vamakshi Parmar,Pune,Swiggy Instamart,Android,19-07-2026
401200,Manthan Vohra,Kolkata,Big Basket,IOS,31-10-2025
401201,Akshay Ben,Kolkata,Big Basket,Android,12-05-2025
401202,Atharv Kalla,Delhi,Zepto,IOS,01-01-2026
401203,Viraj Cheema,Ncr,Zepto,Android,05-12-2024
401204,Sai Setty,Jaipur,Blinkit,Android,23-05-2025
401205,Hiral Patil,Bengaluru,Blinkit,Others,29-06-2025
401206,Oliver Dugar,Chennai,Swiggy Instamart,Android,06-06-2025
401207,Osha Bhatnagar,Pune,Swiggy Instamart,IOS,01-11-2025
401208,Shivani Mittal,Kochi,Big Basket,Android,04-03-2025
401209,William Taneja,Mumbai,Zepto,IOS,12-02-2026
401210,Faris Ratti,Chandigarh,Blinkit,Android,11-07-2024
401211,Jeevika Loke,Bengaluru,Blinkit,IOS,03-04-2025
401212,Aadi Chowdhury,Mumbai,Swiggy Instamart,Android,10-11-2024
401213,Vivaan Sarraf,Mumbai,Big Basket,IOS,09-11-2025
401214,Gagan Chad,Pune,Blinkit,Android,11-02-2026
401215,Ekavir Chahal,Kochi,Big Basket,IOS,18-08-2024
401216,Hiral Trivedi,Kochi,Big Basket,IOS,04-06-2026
401217,Vedika Narang,Ahmedabad,Zepto,Android,17-08-2026
401218,Chaitanya Dave,Ahmedabad,Big Basket,IOS,05-02-2025
401219,Pratyush Shetty,Lucknow,Zepto,Android,05-10-2025
401220,Vedika Bora,Lucknow,Big Basket,Android,12-07-2024
401221,Arin Kala,Bengaluru,Swiggy Instamart,IOS,06-05-2026
401222,Yauvani Nadkarni,Kochi,Blinkit,IOS,30-08-2023
401223,Varenya Sidhu,Delhi,Swiggy Instamart,IOS,08-06-2025
401224,Raksha Grover,Delhi,Swiggy Instamart,Android,20-05-2024
401225,Darika Wason,Lucknow,Blinkit,IOS,22-08-2025
401226,Bhavika Shan,Lucknow,Swiggy Instamart,IOS,07-07-2025
401227,Tanvi Bera,Delhi,Big Basket,Others,27-04-2026
401228,Chandani Badal,Mumbai,Swiggy Instamart,IOS,09-03-2026
401229,Janaki Ganesan,Mumbai,Zepto,Android,22-12-2024
401230,Isaac Gupta,Jaipur,Zepto,Android,15-05-2026
401231,Amruta Kari,Lucknow,Zepto,Android,22-04-2025
401232,Jonathan Nagarajan,Kolkata,Swiggy Instamart,IOS,17-01-2025
401233,Chakradev Bumb,Ahmedabad,Blinkit,Others,03-03-2025
401234,Girindra Roy,Hyderabad,Zepto,IOS,30-09-2023
401235,Ishita Thakur,Kolkata,Big Basket,Android,17-08-2024
401236,Yashasvi Sengupta,Pune,Zepto,Others,20-05-2026
401237,Lekha Sahni,Kolkata,Swiggy Instamart,Others,18-11-2023
401238,Kai Kapoor,Lucknow,Zepto,Android,07-10-2025
401239,Veer Prabhakar,Pune,Zepto,IOS,26-09-2023
401240,Harrison Morar,Pune,Big Basket,IOS,22-06-2025
401241,Oni Manne,Bengaluru,Blinkit,Android,03-07-2026
401242,Chameli Jain,Ahmedabad,Blinkit,IOS,15-06-2025
401243,Owen Ram,Chandigarh,Big Basket,IOS,13-02-2026
401244,Rushil Vaidya,Jaipur,Blinkit,IOS,26-06-2025
401245,Wakeeta Reddy,Lucknow,Blinkit,Android,13-09-2025
401246,Naveen Zachariah,Delhi,Zepto,IOS,17-03-2026
401247,Gayathri Ramaswamy,Delhi,Zepto,Others,28-01-2024
401248,Rachit Loke,Hyderabad,Blinkit,IOS,25-12-2023
401249,Xavier Sahota,Delhi,Big Basket,IOS,26-01-2025
401250,Osha Divan,New Delhi,Blinkit,Android,29-11-2024
401251,Vanya Rana,Ncr,Swiggy Instamart,IOS,23-03-2026
401252,Leena Lad,Jaipur,Swiggy Instamart,Android,09-07-2024
401253,Alexander Mall,Kochi,Big Basket,Android,20-03-2026
401254,Peter Mohanty,Bengaluru,Big Basket,IOS,08-07-2026
401255,Shaurya Subramaniam,Ahmedabad,Swiggy Instamart,IOS,23-03-2025
401256,Ganga Garg,Jaipur,Big Basket,Android,10-02-2023
401257,Hemang Badami,Bengaluru,Big Basket,IOS,25-12-2025
401258,Anika Barad,Pune,Blinkit,Android,15-01-2025
401259,Veer Saxena,Kochi,Zepto,IOS,18-12-2024
401260,Sara Menon,Bengaluru,Blinkit,IOS,27-03-2026
401261,Triveni Krishnan,Jaipur,Blinkit,Android,11-07-2025
401262,Brijesh Chowdhury,Lucknow,Zepto,Android,28-12-2025
401263,Manan Madan,Kolkata,Zepto,IOS,23-10-2024
401264,Aarini Lala,Kochi,Zepto,IOS,09-08-2024
401265,Vivaan Srivastava,Hyderabad,Swiggy Instamart,IOS,25-03-2024
401266,Theodore Soni,Kochi,Big Basket,IOS,19-12-2025
401267,Ucchal Sundaram,Hyderabad,Blinkit,Others,15-12-2023
401268,Rudra Das,Ahmedabad,Swiggy Instamart,Others,29-08-2024
401269,Darsh Gulati,Chennai,Big Basket,Android,07-09-2024
401270,Tejas Trivedi,Mumbai,Blinkit,Android,19-02-2025
401271,Akshay Sahni,Bengaluru,Swiggy Instamart,Android,20-04-2026
401272,Krish Kadakia,Bengaluru,Blinkit,IOS,17-01-2025
401273,Ekapad Sankar,Delhi,Blinkit,Android,05-05-2026
401274,Lucky Sengupta,Lucknow,Big Basket,IOS,30-10-2025
401275,Shravya Mody,Mumbai,Big Basket,Others,25-03-2025
401276,Deepa Parsa,Mumbai,Big Basket,Others,15-05-2025
401277,Arunima Manne,Jaipur,Swiggy Instamart,IOS,31-12-2024
401278,Faras Taneja,Mumbai,Swiggy Instamart,IOS,06-09-2025
401279,Krisha Dayal,Chandigarh,Big Basket,IOS,20-08-2023
401280,Nachiket Dara,Mumbai,Big Basket,IOS,07-08-2025
401281,Yoshita Bahl,Jaipur,Swiggy Instamart,IOS,28-05-2024
401282,Vihaan Sarna,Chandigarh,Swiggy Instamart,IOS,26-06-2026
401283,Harini Kota,Bengaluru,Zepto,IOS,25-08-2024
401284,Andrew Kothari,Delhi,Big Basket,Android,23-05-2026
401285,Indrajit Sibal,Kolkata,Zepto,IOS,13-06-2024
401286,Lila Mitra,Kochi,Zepto,Others,21-08-2023
401287,Lohit Ghosh,Pune,Blinkit,Android,26-11-2025
401288,Ayush Jhaveri,Bengaluru,Zepto,IOS,10-10-2024
401289,Tarak Sani,Pune,Big Basket,Android,04-04-2024
401290,Harini Goswami,Pune,Big Basket,Android,11-06-2024
401291,Zayyan More,Lucknow,Zepto,Others,28-06-2026
401292,Jeevika Peri,Ahmedabad,Zepto,Android,02-12-2023
401293,Tristan Oommen,Jaipur,Blinkit,Android,10-02-2024
401294,Veda Deshmukh,Ncr,Big Basket,IOS,28-09-2023
401295,Urvashi Jha,Hyderabad,Big Basket,Others,05-12-2023
401296,Tristan Badal,Lucknow,Zepto,Android,01-06-2024
401297,Veda Sahni,Chennai,Blinkit,Android,09-08-2025
401298,Falan Nadkarni,Bengaluru,Blinkit,IOS,12-04-2026
401299,Vaishnavi Kapadia,Lucknow,Zepto,IOS,18-11-2025
401300,Sathvik Purohit,New Delhi,Zepto,IOS,18-08-2024
401301,Ishaan Lala,Hyderabad,Blinkit,Android,25-04-2025
401302,Dhriti Issac,Chennai,Zepto,IOS,23-08-2025
401303,Upkaar Kala,Chennai,Swiggy Instamart,IOS,15-09-2025
401304,Chandran Varughese,Kolkata,Big Basket,IOS,28-09-2024
401305,Amruta Chana,Ahmedabad,Zepto,IOS,05-10-2025
401306,Gautam Deep,Jaipur,Blinkit,Android,16-04-2026
401307,Noah Pant,Kochi,Blinkit,Android,19-08-2024
401308,Oeshi Krishna,Mumbai,Blinkit,IOS,14-10-2025
401309,Chandran Chahal,Kochi,Swiggy Instamart,Android,28-06-2024
401310,Yashvi Batta,Hyderabad,Blinkit,IOS,02-02-2026
401311,Zaid D’Alia,Pune,Swiggy Instamart,Android,22-05-2024
401312,Geetika Sachdeva,Hyderabad,Swiggy Instamart,Android,06-03-2025
401313,Laban Chhabra,Hyderabad,Big Basket,IOS,16-08-2026
401314,Warinder Sankar,Bengaluru,Zepto,IOS,24-10-2023
401315,Kalpit Sarkar,Jaipur,Blinkit,IOS,29-05-2025
401316,Hritik Sinha,Kochi,Swiggy Instamart,Android,17-07-2024
401317,Arin Chakraborty,Kochi,Swiggy Instamart,Android,01-09-2024
401318,Dipta Bajaj,Chandigarh,Swiggy Instamart,IOS,04-04-2025
401319,Eiravati Goswami,Pune,Blinkit,Others,01-09-2023
401320,Teerth Naidu,Bengaluru,Zepto,IOS,01-09-2025
401321,Bhavani Morar,Hyderabad,Zepto,Android,25-01-2025
401322,Vihaan Atwal,Ahmedabad,Blinkit,Others,02-01-2025
401323,Peter Rai,Pune,Zepto,IOS,18-06-2026
401324,Udyati Dayal,Jaipur,Big Basket,IOS,22-02-2025
401325,Ekaraj Suri,Chandigarh,Big Basket,IOS,31-03-2026
401326,Samaksh Lal,Mumbai,Zepto,Others,25-03-2025
401327,Hritik Dugal,Ncr,Blinkit,IOS,04-02-2024
401328,Pavani Mani,Chandigarh,Big Basket,Android,10-06-2026
401329,Ikbal Luthra,Ahmedabad,Blinkit,Android,01-07-2025
401330,Maanav Merchant,Pune,Zepto,Android,09-09-2024
401331,Vivaan Aggarwal,Delhi,Zepto,Android,18-08-2025
401332,Ekavir Atwal,Ahmedabad,Big Basket,Android,05-04-2025
401333,Aarush Uppal,Bengaluru,Big Basket,IOS,22-10-2023
401334,Deepa Pillai,Hyderabad,Big Basket,Android,01-05-2025
401335,Saumya Kalita,Bengaluru,Swiggy Instamart,Others,24-04-2024
401336,Upasna Badal,Bengaluru,Blinkit,IOS,13-02-2024
401337,Chakradev Kakar,Chandigarh,Swiggy Instamart,IOS,30-12-2024
401338,Zayyan Samra,Kolkata,Swiggy Instamart,Android,30-03-2024
401339,Triveni Kala,Ahmedabad,Swiggy Instamart,IOS,17-03-2024
401340,Urishilla Das,Bengaluru,Zepto,IOS,17-01-2025
401341,Varenya Sathe,Kochi,Big Basket,Android,24-12-2023
401342,Leela Rau,Chandigarh,Swiggy Instamart,IOS,26-10-2024
401343,Farhan Bhargava,Mumbai,Zepto,IOS,12-09-2023
401344,Barkha Bhakta,Chandigarh,Big Basket,IOS,13-03-2024
401345,Kalpit Lalla,Jaipur,Swiggy Instamart,Android,12-05-2025
401346,Alexander Mukherjee,Kochi,Big Basket,IOS,10-09-2025
401347,Ryan Bhatti,Kolkata,Zepto,Android,12-01-2025
401348,Omaja Malhotra,Chennai,Zepto,IOS,18-06-2025
401349,Atharv Pai,Lucknow,Big Basket,Android,01-02-2025
401350,Onkar Sidhu,Mumbai,Zepto,Android,15-10-2025
401351,Adya Munshi,Pune,Zepto,Android,08-09-2025
401352,Omisha Pandey,Mumbai,Blinkit,Android,17-01-2026
401353,Ekaraj Kadakia,Mumbai,Swiggy Instamart,IOS,16-01-2026
401354,Rachana Dutta,Bengaluru,Swiggy Instamart,Android,17-07-2024
401355,Anthony Devan,Bengaluru,Zepto,Android,24-11-2023
401356,Harish Singh,Kolkata,Swiggy Instamart,IOS,12-10-2023
401357,Vritti Ganguly,Jaipur,Big Basket,Android,20-07-2026
401358,Aadi Shan,Mumbai,Zepto,Android,03-12-2025
401359,Jagrati Borra,Chandigarh,Swiggy Instamart,IOS,06-06-2025
401360,Indira Yohannan,Jaipur,Zepto,IOS,09-04-2024
401361,Wahab Banerjee,Delhi,Zepto,Android,26-09-2023
401362,Panini Narayanan,Kolkata,Zepto,Android,12-10-2024
401363,Harrison Vora,Jaipur,Big Basket,IOS,18-01-2026
401364,Reva Murthy,Jaipur,Big Basket,IOS,26-05-2025
401365,Ishaan Murthy,Pune,Zepto,Android,03-03-2026
401366,Yoshita Walla,Chennai,Swiggy Instamart,Others,16-07-2024
401367,Naveen Atwal,Kochi,Blinkit,Android,09-11-2025
401368,Anita Chakrabarti,Ahmedabad,Big Basket,IOS,19-04-2024
401369,Charita Sampath,Jaipur,Zepto,Android,05-06-2026
401370,Mitesh Oak,Hyderabad,Swiggy Instamart,Others,26-02-2025
401371,Samuel Mistry,Kolkata,Big Basket,Android,16-01-2024
401372,Lohit Chopra,Kolkata,Blinkit,IOS,14-07-2024
401373,Unnati Borra,Mumbai,Blinkit,Android,21-04-2025
401374,Ranbir Chand,Mumbai,Swiggy Instamart,Android,20-11-2025
401375,Abhiram Mody,Chandigarh,Swiggy Instamart,Android,03-09-2025
401376,Priya Pant,Chandigarh,Big Basket,IOS,29-07-2026
401377,Caleb Kohli,Kochi,Zepto,IOS,14-01-2025
401378,Girindra Chand,Pune,Swiggy Instamart,Android,05-01-2024
401379,Unni Kumar,Mumbai,Swiggy Instamart,IOS,21-04-2024
401380,Yashawini Apte,Hyderabad,Blinkit,Android,26-04-2026
401381,Avni Chander,Delhi,Zepto,Android,23-11-2023
401382,Warhi Ratti,Kolkata,Big Basket,Others,16-07-2024
401383,Dominic Choudhry,Kolkata,Swiggy Instamart,IOS,13-12-2025
401384,Yatan Brar,Chandigarh,Swiggy Instamart,IOS,10-09-2024
401385,Falguni Halder,Ahmedabad,Zepto,Android,10-07-2026
401386,Ayush Dar,Jaipur,Swiggy Instamart,IOS,19-08-2025
401387,Omya Taneja,Bengaluru,Big Basket,Android,05-10-2025
401388,Harinakshi Varughese,Chandigarh,Zepto,Android,16-06-2025
401389,Sara Jain,Jaipur,Big Basket,Others,23-12-2025
401390,Avi Manda,Pune,Swiggy Instamart,Android,12-01-2026
401391,Amruta D’Alia,Lucknow,Zepto,Others,29-10-2024
401392,Michael Batra,Delhi,Zepto,IOS,02-11-2024
401393,Zaid Kannan,Chennai,Zepto,Android,20-07-2024
401394,Sara Grewal,Mumbai,Blinkit,IOS,31-12-2023
401395,Riya Srinivasan,Bengaluru,Swiggy Instamart,IOS,06-05-2024
401396,Kamala Pai,Bengaluru,Zepto,IOS,07-11-2024
401397,Jagat Issac,Kolkata,Zepto,IOS,10-12-2023
401398,Ethan Badal,Pune,Swiggy Instamart,IOS,09-04-2026
401399,Urvashi Ganesh,Kolkata,Blinkit,Android,16-05-2026
401400,Girindra Kala,Ahmedabad,Swiggy Instamart,Android,02-03-2026
401401,Devika Narain,Chandigarh,Big Basket,IOS,09-10-2023
401402,Benjamin Ganesan,Ahmedabad,Big Basket,Android,31-01-2025
401403,Advika Manda,Jaipur,Swiggy Instamart,Android,15-10-2025
401404,Gunbir Wable,Bengaluru,Big Basket,IOS,02-07-2025
401405,Parth Luthra,Pune,Zepto,Android,13-03-2026
401406,Charles Sangha,Delhi,Zepto,Android,27-03-2026
401407,Saksham Maharaj,Kolkata,Blinkit,IOS,30-08-2024
401408,Ekani Singh,Kolkata,Swiggy Instamart,IOS,18-11-2024
401409,Faras Vig,Kochi,Blinkit,IOS,16-12-2023
401410,Zaitra Borra,Chennai,Big Basket,Android,04-12-2024
401411,Yashoda Sidhu,Kolkata,Zepto,IOS,13-06-2026
401412,Suhani Mutti,Hyderabad,Blinkit,IOS,13-10-2025
401413,Sarthak Ramakrishnan,Pune,Big Basket,IOS,14-08-2026
401414,Tristan Rajagopalan,Hyderabad,Swiggy Instamart,Android,03-01-2026
401415,Ekanta Karnik,Hyderabad,Swiggy Instamart,Others,10-12-2025
401416,Widisha Khare,Kochi,Blinkit,IOS,17-11-2023
401417,Samuel Shetty,Lucknow,Swiggy Instamart,Android,15-07-2024
401418,Raagini Bahl,Kochi,Big Basket,Others,06-05-2024
401419,Waida Modi,Bengaluru,Zepto,Android,09-11-2023
401420,Siddharth Devan,Chennai,Zepto,Others,26-01-2026
401421,Arya Ghose,Pune,Blinkit,Android,05-08-2025
401422,Megha Panchal,Mumbai,Big Basket,IOS,17-06-2026
